filepath,num_nodes,num_edges,num_labeled_nodes,num_unlabeled_nodes,boundary_1_count,boundary_1_ratio_total,boundary_1_ratio_labeled,num_unique_partitions,graph_density,num_louvain_communities,Family,Design,Library,Nodes,BR,PR-AUC
graphs_final/other_graphs_final/openmsp430_latest/osu035/ogfx_gpu_dma_combined_m1.gml,3839,8933,3675,164,263,0.0685074238082834,0.0715646258503401,5,0.0006062814093202,14,openmsp430_latest,ogfx_gpu_dma,osu035,3839.0,0.07,0.51
graphs_final/other_graphs_final/openmsp430_latest/osu035/omsp_dbg_combined_m1.gml,1154,3634,1030,124,147,0.1273830155979202,0.1427184466019417,4,0.0027311767508766,12,openmsp430_latest,omsp_dbg,osu035,1154.0,0.14,0.13
graphs_final/other_graphs_final/openmsp430_latest/osu035/omsp_dbg_i2c_combined_m1.gml,404,943,356,48,26,0.0643564356435643,0.0730337078651685,4,0.0057919563668525,8,openmsp430_latest,omsp_dbg_i2c,osu035,404.0,0.07,0.81
graphs_final/other_graphs_final/openmsp430_latest/osu035/omsp_de0_nano_soc_led_key_sw_combined_m1.gml,1039,2463,970,69,69,0.066410009624639,0.0711340206185567,9,0.0022837655148625,9,openmsp430_latest,omsp_de0_nano_soc_led_key_sw,osu035,1039.0,0.07,0.77
graphs_final/other_graphs_final/openmsp430_latest/osu035/omsp_execution_unit_combined_m1.gml,3397,8424,3121,276,345,0.1015602001766264,0.1105414931111823,4,0.0007302223641521,17,openmsp430_latest,omsp_execution_unit,osu035,3397.0,0.11,0.51
graphs_final/other_graphs_final/openmsp430_latest/osu035/omsp_timerA_combined_m1.gml,1601,3955,1538,63,130,0.0811992504684572,0.0845253576072821,8,0.0015439569019362,16,openmsp430_latest,omsp_timerA,osu035,1601.0,0.08,0.68
graphs_final/other_graphs_final/openmsp430_latest/osu035/omsp_uart_combined_m1.gml,779,1924,729,50,58,0.0744544287548138,0.0795610425240054,3,0.0031745926984367,14,openmsp430_latest,omsp_uart,osu035,779.0,0.08,0.93
graphs_final/other_graphs_final/openmsp430_latest/osu035/openGFX430_combined_m1.gml,16423,40642,16244,179,1368,0.0832978140412835,0.0842157104161536,18,0.0001506941977646,20,openmsp430_latest,openGFX430,osu035,16423.0,0.08,0.37
graphs_final/other_graphs_final/orsoc_graphics_accelerator/osu035/gfx_interp_combined_m1.gml,36959,85435,36811,148,622,0.0168294596715279,0.0168971231425389,7,6.254709600125679e-05,25,orsoc_graphics_accelerator,gfx_interp,osu035,36959.0,0.02,0.17
graphs_final/other_graphs_final/orsoc_graphics_accelerator/osu035/gfx_renderer_combined_m1.gml,4647,11285,4385,262,409,0.0880137723262319,0.0932725199543899,4,0.0005226966124349,17,orsoc_graphics_accelerator,gfx_renderer,osu035,4647.0,0.09,0.94
graphs_final/other_graphs_final/rs_5_3_gf256_latest/gscl45nm/RS_5_3_GF256_combined_m1.gml,1795,3822,1778,17,102,0.0568245125348189,0.0573678290213723,6,0.0011868717451859,15,rs_5_3_gf256_latest,RS_5_3_GF256,gscl45nm,1795.0,0.06,0.37
graphs_final/other_graphs_final/rs_5_3_gf256_latest/gscl45nm/SYN2ERR_combined_m1.gml,1299,2645,1280,19,60,0.046189376443418,0.046875,3,0.0015687069940015,19,rs_5_3_gf256_latest,SYN2ERR,gscl45nm,1299.0,0.05,0.76
graphs_final/other_graphs_final/rs_5_3_gf256_latest/nangate/RS_5_3_GF256_combined_m1.gml,1175,3233,1159,16,122,0.1038297872340425,0.1052631578947368,6,0.0023436877016202,9,rs_5_3_gf256_latest,RS_5_3_GF256,nangate,1175.0,0.11,0.69
graphs_final/other_graphs_final/rs_5_3_gf256_latest/nangate/SYN2ERR_combined_m1.gml,735,2062,716,19,58,0.0789115646258503,0.0810055865921787,3,0.0038221283063634,14,rs_5_3_gf256_latest,SYN2ERR,nangate,735.0,0.08,0.84
graphs_final/other_graphs_final/rs_5_3_gf256_latest/osu035/RS_5_3_GF256_combined_m1.gml,1556,3936,1539,17,139,0.089331619537275,0.0903183885640026,6,0.001626728605791,9,rs_5_3_gf256_latest,RS_5_3_GF256,osu035,1556.0,0.09,0.72
graphs_final/other_graphs_final/rs_5_3_gf256_latest/osu035/SYN2ERR_combined_m1.gml,1110,2736,1091,19,78,0.0702702702702702,0.071494042163153,3,0.002222601320888,13,rs_5_3_gf256_latest,SYN2ERR,osu035,1110.0,0.07,0.95
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/gscl45nm/CSEEblock_combined_m1.gml,694,1213,606,88,297,0.4279538904899135,0.4900990099009901,31,0.0025221336460529,15,rs_decoder_31_19_6_latest,CSEEblock,gscl45nm,694.0,0.49,0.85
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/gscl45nm/degree1_cell_combined_m1.gml,40,58,27,13,17,0.425,0.6296296296296297,4,0.0371794871794871,7,rs_decoder_31_19_6_latest,degree1_cell,gscl45nm,40.0,0.63,0.76
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/gscl45nm/degree2_cell_combined_m1.gml,41,60,28,13,18,0.4390243902439024,0.6428571428571429,4,0.0365853658536585,7,rs_decoder_31_19_6_latest,degree2_cell,gscl45nm,41.0,0.64,0.79
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/gscl45nm/degree3_cell_combined_m1.gml,42,62,29,13,19,0.4523809523809524,0.6551724137931034,4,0.0360046457607433,7,rs_decoder_31_19_6_latest,degree3_cell,gscl45nm,42.0,0.66,0.83
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/gscl45nm/degree4_cell_combined_m1.gml,44,66,30,14,20,0.4545454545454545,0.6666666666666666,4,0.0348837209302325,7,rs_decoder_31_19_6_latest,degree4_cell,gscl45nm,44.0,0.67,0.84
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/gscl45nm/degree5_cell_combined_m1.gml,46,70,31,15,21,0.4565217391304347,0.6774193548387096,4,0.0338164251207729,7,rs_decoder_31_19_6_latest,degree5_cell,gscl45nm,46.0,0.68,0.84
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/gscl45nm/degree6_cell_combined_m1.gml,46,70,31,15,21,0.4565217391304347,0.6774193548387096,4,0.0338164251207729,7,rs_decoder_31_19_6_latest,degree6_cell,gscl45nm,46.0,0.68,0.85
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/gscl45nm/fifo_register_combined_m1.gml,837,1616,821,16,201,0.2401433691756272,0.2448233861144945,24,0.0023094556201517,18,rs_decoder_31_19_6_latest,fifo_register,gscl45nm,837.0,0.24,0.91
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/osu035/CSEEblock_combined_m1.gml,1008,2042,918,90,292,0.2896825396825397,0.3180827886710239,31,0.0020117116691098,13,rs_decoder_31_19_6_latest,CSEEblock,osu035,1008.0,0.32,0.68
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/osu035/degree1_cell_combined_m1.gml,41,61,26,15,20,0.4878048780487805,0.7692307692307693,4,0.0371951219512195,6,rs_decoder_31_19_6_latest,degree1_cell,osu035,41.0,0.77,0.91
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/osu035/degree2_cell_combined_m1.gml,44,67,27,17,20,0.4545454545454545,0.7407407407407407,4,0.0354122621564482,6,rs_decoder_31_19_6_latest,degree2_cell,osu035,44.0,0.74,0.92
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/osu035/degree3_cell_combined_m1.gml,47,73,28,19,20,0.425531914893617,0.7142857142857143,4,0.0337650323774283,7,rs_decoder_31_19_6_latest,degree3_cell,osu035,47.0,0.71,0.92
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/osu035/degree4_cell_combined_m1.gml,49,78,36,13,27,0.5510204081632653,0.75,5,0.0331632653061224,6,rs_decoder_31_19_6_latest,degree4_cell,osu035,49.0,0.75,0.95
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/osu035/degree5_cell_combined_m1.gml,57,95,44,13,34,0.5964912280701754,0.7727272727272727,5,0.0297619047619047,5,rs_decoder_31_19_6_latest,degree5_cell,osu035,57.0,0.77,0.96
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/osu035/degree6_cell_combined_m1.gml,57,95,44,13,34,0.5964912280701754,0.7727272727272727,4,0.0297619047619047,6,rs_decoder_31_19_6_latest,degree6_cell,osu035,57.0,0.77,0.96
graphs_final/other_graphs_final/rs_decoder_31_19_6_latest/osu035/fifo_register_combined_m1.gml,651,1430,635,16,170,0.261136712749616,0.2677165354330709,24,0.003379416282642,28,rs_decoder_31_19_6_latest,fifo_register,osu035,651.0,0.27,0.45
graphs_final/other_graphs_final/rs_encoder_decoder_latest/gscl45nm/RS8Encoder8t_combined_m1.gml,1192,2456,1176,16,497,0.4169463087248322,0.4226190476190476,18,0.0017299770651249,30,rs_encoder_decoder_latest,RS8Encoder8t,gscl45nm,1192.0,0.42,0.58
graphs_final/other_graphs_final/rs_encoder_decoder_latest/osu035/RS8Encoder8t_combined_m1.gml,1635,3712,1619,16,744,0.455045871559633,0.4595429277331686,18,0.0013894347560815,26,rs_encoder_decoder_latest,RS8Encoder8t,osu035,1635.0,0.46,0.66
graphs_final/other_graphs_final/sdcard_mass_storage_controller_latest/gscl45nm/sd_cmd_phy_combined_m1.gml,1423,3344,1400,23,25,0.0175685172171468,0.0178571428571428,4,0.0016525772594694,11,sdcard_mass_storage_controller_latest,sd_cmd_phy,gscl45nm,1423.0,0.02,0.48
graphs_final/other_graphs_final/sdcard_mass_storage_controller_latest/gscl45nm/sd_cmd_serial_host_combined_m1.gml,2135,4840,2028,107,24,0.0112412177985948,0.0118343195266272,3,0.0010623143967744,13,sdcard_mass_storage_controller_latest,sd_cmd_serial_host,gscl45nm,2135.0,0.01,0.55
graphs_final/other_graphs_final/sdcard_mass_storage_controller_latest/osu035/sd_cmd_phy_combined_m1.gml,1310,3307,1285,25,20,0.015267175572519,0.0155642023346303,4,0.0019285160282017,12,sdcard_mass_storage_controller_latest,sd_cmd_phy,osu035,1310.0,0.02,0.56
graphs_final/other_graphs_final/sdcard_mass_storage_controller_latest/osu035/sd_cmd_serial_host_combined_m1.gml,1943,4808,1836,107,26,0.013381369016984,0.0141612200435729,3,0.0012742141771698,12,sdcard_mass_storage_controller_latest,sd_cmd_serial_host,osu035,1943.0,0.01,0.46
graphs_final/other_graphs_final/sha1-master/gscl45nm/sha1_combined_m1.gml,11883,27848,11704,179,858,0.072203988891694,0.0733082706766917,5,0.0001972324480012,33,sha1-master,sha1,gscl45nm,11883.0,0.07,0.15
graphs_final/other_graphs_final/sha1-master/gscl45nm/sha1_core_combined_m1.gml,8668,18986,7995,673,537,0.0619520073834794,0.0671669793621013,3,0.0002527235871638,48,sha1-master,sha1_core,gscl45nm,8668.0,0.07,0.21
graphs_final/other_graphs_final/sha1-master/nangate/sha1_combined_m1.gml,8491,23284,8419,72,195,0.0229654928748086,0.0231618957120798,4,0.0003229914747951,26,sha1-master,sha1,nangate,8491.0,0.02,0.35
graphs_final/other_graphs_final/sha1-master/nangate/sha1_core_combined_m1.gml,6913,16835,6241,672,42,0.0060755099088673,0.0067296907546867,3,0.0003523244919662,28,sha1-master,sha1_core,nangate,6913.0,0.01,0.11
graphs_final/other_graphs_final/sha1-master/osu035/sha1_combined_m1.gml,11234,28796,11147,87,949,0.0844756987715862,0.0851350139050865,5,0.0002281928258223,38,sha1-master,sha1,osu035,11234.0,0.09,0.16
graphs_final/other_graphs_final/sha1-master/osu035/sha1_core_combined_m1.gml,8655,20455,7982,673,547,0.0632004621606008,0.0685291906790278,3,0.0002730961142114,28,sha1-master,sha1_core,osu035,8655.0,0.07,0.95
graphs_final/other_graphs_final/sha256-master/gscl45nm/sha256_core_combined_m1.gml,11071,25232,10284,787,962,0.086893686207208,0.0935433683391676,4,0.0002058814433927,29,sha256-master,sha256_core,gscl45nm,11071.0,0.09,0.62
graphs_final/other_graphs_final/sha256-master/gscl45nm/sha256_stream_combined_m1.gml,11064,25276,10292,772,579,0.0523318872017353,0.0562572872133696,5,0.0002065015268825,32,sha256-master,sha256_stream,gscl45nm,11064.0,0.06,0.94
graphs_final/other_graphs_final/sha256-master/osu035/sha256_core_combined_m1.gml,13153,31370,12360,793,1002,0.07618033908614,0.0810679611650485,4,0.0001813417900461,31,sha256-master,sha256_core,osu035,13153.0,0.08,0.69
graphs_final/other_graphs_final/sha256-master/osu035/sha256_stream_combined_m1.gml,13200,31381,12426,774,582,0.044090909090909,0.0468372766779333,5,0.0001801158030796,34,sha256-master,sha256_stream,osu035,13200.0,0.05,0.83
graphs_final/other_graphs_final/signed_integer_divider_latest/gscl45nm/adder_32bit_combined_m1.gml,405,647,307,98,303,0.7481481481481481,0.986970684039088,57,0.0039542843173206,17,signed_integer_divider_latest,adder_32bit,gscl45nm,405.0,0.99,0.99
graphs_final/other_graphs_final/signed_integer_divider_latest/gscl45nm/divider_dshift_combined_m1.gml,4371,9783,4161,210,1340,0.3065660032029283,0.3220379716414323,123,0.0005121648979361,20,signed_integer_divider_latest,divider_dshift,gscl45nm,4371.0,0.32,0.52
graphs_final/other_graphs_final/signed_integer_divider_latest/gscl45nm/shift_15b_combined_m1.gml,470,810,391,79,241,0.5127659574468085,0.6163682864450127,5,0.0036746359388467,13,signed_integer_divider_latest,shift_15b,gscl45nm,470.0,0.62,0.72
graphs_final/other_graphs_final/signed_integer_divider_latest/gscl45nm/shift_3b_combined_m1.gml,258,412,191,67,130,0.5038759689922481,0.680628272251309,3,0.0062136156607245,10,signed_integer_divider_latest,shift_3b,gscl45nm,258.0,0.68,1.0
graphs_final/other_graphs_final/signed_integer_divider_latest/gscl45nm/shift_7b_combined_m1.gml,360,607,289,71,167,0.4638888888888889,0.5778546712802768,4,0.0046966883317858,15,signed_integer_divider_latest,shift_7b,gscl45nm,360.0,0.58,0.8
graphs_final/other_graphs_final/signed_integer_divider_latest/nangate/adder_32bit_combined_m1.gml,454,696,356,98,309,0.6806167400881057,0.8679775280898876,71,0.0033841934825101,17,signed_integer_divider_latest,adder_32bit,nangate,454.0,0.87,0.93
graphs_final/other_graphs_final/signed_integer_divider_latest/osu035/adder_32bit_combined_m1.gml,582,920,484,98,341,0.5859106529209622,0.7045454545454546,90,0.0027207504539512,19,signed_integer_divider_latest,adder_32bit,osu035,582.0,0.7,0.79
graphs_final/other_graphs_final/signed_integer_divider_latest/osu035/divider_dshift_combined_m1.gml,4212,9962,4035,177,1360,0.3228869895536562,0.3370508054522924,119,0.0005616592729709,18,signed_integer_divider_latest,divider_dshift,osu035,4212.0,0.34,0.51
graphs_final/other_graphs_final/signed_integer_divider_latest/osu035/shift_15b_combined_m1.gml,458,820,379,79,255,0.5567685589519651,0.6728232189973615,4,0.0039177090002197,15,signed_integer_divider_latest,shift_15b,osu035,458.0,0.67,0.88
graphs_final/other_graphs_final/signed_integer_divider_latest/osu035/shift_3b_combined_m1.gml,246,402,179,67,163,0.6626016260162602,0.9106145251396648,3,0.0066699850671976,11,signed_integer_divider_latest,shift_3b,osu035,246.0,0.91,0.99
graphs_final/other_graphs_final/signed_integer_divider_latest/osu035/shift_7b_combined_m1.gml,342,597,271,71,141,0.4122807017543859,0.5202952029520295,3,0.0051191027421927,14,signed_integer_divider_latest,shift_7b,osu035,342.0,0.52,0.81
graphs_final/other_graphs_final/simon_core_latest/gscl45nm/top_module_combined_m1.gml,997,2000,992,5,18,0.0180541624874623,0.0181451612903225,4,0.0020140743515687,26,simon_core_latest,top_module,gscl45nm,997.0,0.02,0.39
graphs_final/other_graphs_final/simon_core_latest/nangate/top_module_combined_m1.gml,720,1771,715,5,15,0.0208333333333333,0.0209790209790209,4,0.0034210322979446,11,simon_core_latest,top_module,nangate,720.0,0.02,0.5
graphs_final/other_graphs_final/simon_core_latest/osu035/top_module_combined_m1.gml,1157,2515,1152,5,17,0.0146931719965427,0.0147569444444444,4,0.0018803850789387,30,simon_core_latest,top_module,osu035,1157.0,0.01,0.41
graphs_final/other_graphs_final/ssp_uart_latest/gscl45nm/UART_INT_combined_m1.gml,80,161,62,18,16,0.2,0.2580645161290322,8,0.0254746835443037,9,ssp_uart_latest,UART_INT,gscl45nm,80.0,0.26,0.66
graphs_final/other_graphs_final/ssp_uart_latest/osu035/UART_INT_combined_m1.gml,80,161,60,20,18,0.225,0.3,8,0.0254746835443037,9,ssp_uart_latest,UART_INT,osu035,80.0,0.3,0.85
graphs_final/other_graphs_final/suslik_latest/osu035/brpred_combined_m1.gml,35904,83005,35608,296,349,0.0097203654188948,0.0098011682767917,4,6.439181691925605e-05,61,suslik_latest,brpred,osu035,35904.0,0.01,0.23
graphs_final/other_graphs_final/suslik_latest/osu035/regfileint0_combined_m1.gml,15996,37830,15846,150,228,0.0142535633908477,0.014388489208633,5,0.0001478565952835,45,suslik_latest,regfileint0,osu035,15996.0,0.01,0.87
graphs_final/other_graphs_final/uart2spi_latest/gscl45nm/uart_core_combined_m1.gml,599,1295,556,43,28,0.0467445742904841,0.0503597122302158,5,0.0036152785299914,11,uart2spi_latest,uart_core,gscl45nm,599.0,0.05,0.84
graphs_final/other_graphs_final/uart2spi_latest/nangate/uart_core_combined_m1.gml,471,1131,429,42,30,0.0636942675159235,0.0699300699300699,5,0.0051090933730857,7,uart2spi_latest,uart_core,nangate,471.0,0.07,0.95
graphs_final/other_graphs_final/uart2spi_latest/osu035/uart_core_combined_m1.gml,611,1450,568,43,34,0.055646481178396,0.0598591549295774,5,0.0038904241903893,11,uart2spi_latest,uart_core,osu035,611.0,0.06,0.97
graphs_final/other_graphs_final/usb_device_core_latest/gscl45nm/usbf_sie_tx_combined_m1.gml,299,648,274,25,49,0.1638795986622073,0.1788321167883211,3,0.0072725640277434,10,usb_device_core_latest,usbf_sie_tx,gscl45nm,299.0,0.18,0.53
graphs_final/other_graphs_final/usb_device_core_latest/osu035/usbf_sie_tx_combined_m1.gml,400,901,375,25,86,0.215,0.2293333333333333,3,0.0056453634085213,10,usb_device_core_latest,usbf_sie_tx,osu035,400.0,0.23,0.61
graphs_final/other_graphs_final/usbhostslave_latest/osu035/RxFifo_combined_m1.gml,3214,7208,3184,30,60,0.0186683260734287,0.0188442211055276,5,0.0006980044316696,34,usbhostslave_latest,RxFifo,osu035,3214.0,0.02,0.43
graphs_final/other_graphs_final/usbhostslave_latest/osu035/usbHostControl_combined_m1.gml,2465,5399,2373,92,191,0.0774847870182555,0.080488832701222,13,0.0008889057190274,12,usbhostslave_latest,usbHostControl,osu035,2465.0,0.08,0.53
graphs_final/other_graphs_final/usbhostslave_latest/osu035/usbHostCyc2Wrap_combined_m1.gml,12568,55794,12456,112,976,0.0776575429662635,0.0783558124598587,37,0.0003532561333759,8,usbhostslave_latest,usbHostCyc2Wrap,osu035,12568.0,0.08,0.18
graphs_final/other_graphs_final/usbhostslave_latest/osu035/usbHostCyc2Wrap_usb1t11_combined_m1.gml,12568,28634,12532,36,976,0.0776575429662635,0.0778806255984679,37,0.00018129433493,27,usbhostslave_latest,usbHostCyc2Wrap_usb1t11,osu035,12568.0,0.08,0.36
graphs_final/other_graphs_final/usbhostslave_latest/osu035/usbHostSlaveAvalonWrap_combined_m1.gml,40226,90412,40191,35,2100,0.0522050415154377,0.0522505038441442,82,5.587572539576502e-05,23,usbhostslave_latest,usbHostSlaveAvalonWrap,osu035,40226.0,0.05,0.39
graphs_final/other_graphs_final/usbhostslave_latest/osu035/usbHostSlaveCyc2Wrap_combined_m1.gml,40152,90143,40120,32,2105,0.0524257820282924,0.0524675972083748,82,5.591501664797775e-05,21,usbhostslave_latest,usbHostSlaveCyc2Wrap,osu035,40152.0,0.05,0.38
graphs_final/other_graphs_final/usbhostslave_latest/osu035/usbHostSlave_combined_m1.gml,40226,90409,40176,50,2878,0.0715457664197285,0.0716348068498606,79,5.587387135895367e-05,22,usbhostslave_latest,usbHostSlave,osu035,40226.0,0.07,0.36
graphs_final/other_graphs_final/usbhostslave_latest/osu035/usbHost_combined_m1.gml,12568,28627,12525,43,1259,0.1001750477402928,0.1005189620758483,35,0.0001812500148788,25,usbhostslave_latest,usbHost,osu035,12568.0,0.1,0.41
graphs_final/other_graphs_final/usbhostslave_latest/osu035/usbSerialInterfaceEngine_combined_m1.gml,3741,8580,3691,50,106,0.0283346698743651,0.0287185044703332,14,0.0006132364734185,20,usbhostslave_latest,usbSerialInterfaceEngine,osu035,3741.0,0.03,0.33
graphs_final/other_graphs_final/usbhostslave_latest/osu035/usbSlaveControl_combined_m1.gml,2537,5479,2404,133,185,0.0729207725660228,0.0769550748752079,11,0.0008515920216754,14,usbhostslave_latest,usbSlaveControl,osu035,2537.0,0.08,0.56
graphs_final/other_graphs_final/usbhostslave_latest/osu035/usbSlaveCyc2Wrap_usb1t11_combined_m1.gml,31548,71811,31509,39,1516,0.0480537593508304,0.0481132374877019,61,7.215411040055759e-05,18,usbhostslave_latest,usbSlaveCyc2Wrap_usb1t11,osu035,31548.0,0.05,0.38
graphs_final/other_graphs_final/verilog-axi-librecores/osu035/arbiter_combined_m1.gml,46,70,36,10,13,0.2826086956521739,0.3611111111111111,3,0.0338164251207729,8,verilog-axi-librecores,arbiter,osu035,46.0,0.36,0.96
graphs_final/other_graphs_final/verilog-axi-librecores/osu035/axil_register_combined_m1.gml,934,1408,628,306,10,0.0107066381156316,0.0159235668789808,4,0.0016157498892614,72,verilog-axi-librecores,axil_register,osu035,934.0,0.02,0.83
