"DesignName","Gates","Edges","DesignPath","CellLib","FileType","Category","Time","Inputs","Outputs","NrDffs"
"automated_nangate_des_latest_final_sbox2",95,279,"./automated_nangate/automated_nangate_des_latest_final_sbox2.v","automated_nangate","v","aes, crypto, sbox",1536144190.32263,6,4,0
"automated_nangate_des_latest_final_sbox3",100,278,"./automated_nangate/automated_nangate_des_latest_final_sbox3.v","automated_nangate","v","aes, crypto, sbox",1536144190.37862,6,4,0
"automated_nangate_des_latest_final_sbox4",98,285,"./automated_nangate/automated_nangate_des_latest_final_sbox4.v","automated_nangate","v","aes, crypto, sbox",1536144190.44262,6,4,0
"automated_nangate_des_latest_final_sbox5",115,328,"./automated_nangate/automated_nangate_des_latest_final_sbox5.v","automated_nangate","v","aes, crypto, sbox",1536144190.45862,6,4,0
"automated_nangate_des_latest_final_sbox6",123,356,"./automated_nangate/automated_nangate_des_latest_final_sbox6.v","automated_nangate","v","aes, crypto, sbox",1536144190.47462,6,4,0
"automated_nangate_des_latest_final_sbox7",105,306,"./automated_nangate/automated_nangate_des_latest_final_sbox7.v","automated_nangate","v","aes, crypto, sbox",1536144190.53062,6,4,0
"automated_nangate_des_latest_final_sbox8",117,339,"./automated_nangate/automated_nangate_des_latest_final_sbox8.v","automated_nangate","v","aes, crypto, sbox",1536144190.58662,6,4,0
"automated_nangate_double_fpu_latest_final_fpu_add",3597,8124,"./automated_nangate/automated_nangate_double_fpu_latest_final_fpu_add.v","automated_nangate","v","add, arithmetic, fpu",1536144455.44008,131,68,0
"automated_nangate_double_fpu_latest_final_fpu_addsub",14724,34991,"./automated_nangate/automated_nangate_double_fpu_latest_final_fpu_addsub.v","automated_nangate","v","add, sub, addsub arithmetic, fpu",1536144455.24809,134,65,0
"automated_nangate_double_fpu_latest_final_fpu_div",7138,17502,"./automated_nangate/automated_nangate_double_fpu_latest_final_fpu_div.v","automated_nangate","v","fpu, div, arithmetic",1536144455.88808,131,69,0
"automated_nangate_double_fpu_latest_final_fpu_exceptions",2629,5684,"./automated_nangate/automated_nangate_double_fpu_latest_final_fpu_exceptions.v","automated_nangate","v","fpu",1536144456.03608,214,70,0
"automated_nangate_double_fpu_latest_final_fpu_mul",27421,64493,"./automated_nangate/automated_nangate_double_fpu_latest_final_fpu_mul.v","automated_nangate","v","fpu, mult, arithmetic",1536144457.14807,133,65,0
"automated_nangate_double_fpu_latest_final_fpu_round",1003,2101,"./automated_nangate/automated_nangate_double_fpu_latest_final_fpu_round.v","automated_nangate","v","fpu",1536144457.32007,74,76,0
"automated_nangate_double_fpu_latest_final_fpu_sub",4874,11468,"./automated_nangate/automated_nangate_double_fpu_latest_final_fpu_sub.v","automated_nangate","v","sub, arithmetic",1536144457.56806,134,68,0
"automated_nangate_dpll-isdn_latest_final_dpll",245,590,"./automated_nangate/automated_nangate_dpll-isdn_latest_final_dpll.v","automated_nangate","v",,1536144468.35996,2,5,0
"automated_nangate_dpll-isdn_latest_final_freqdivider",44,93,"./automated_nangate/automated_nangate_dpll-isdn_latest_final_freqdivider.v","automated_nangate","v",,1536144468.37596,3,1,0
"automated_nangate_dpll-isdn_latest_final_phasecomparator",12,17,"./automated_nangate/automated_nangate_dpll-isdn_latest_final_phasecomparator.v","automated_nangate","v",,1536144468.39196,3,2,0
"automated_nangate_dpll-isdn_latest_final_randomwalkfilter",76,170,"./automated_nangate/automated_nangate_dpll-isdn_latest_final_randomwalkfilter.v","automated_nangate","v",,1536144468.41996,3,2,0
"automated_nangate_dpll-isdn_latest_final_variableresetrandomwalkfilter",196,480,"./automated_nangate/automated_nangate_dpll-isdn_latest_final_variableresetrandomwalkfilter.v","automated_nangate","v",,1536144468.44796,3,2,0
"automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_cn",1124,2283,"./automated_nangate/automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_cn.v","automated_nangate","v","decoder, encoder",1529008311.39008,101,92,0
"automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_edgetable",22546,62409,"./automated_nangate/automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_edgetable.v","automated_nangate","v","decoder, encoder",1529008312.06207,15,17,0
"automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_iocontrol",1501,3511,"./automated_nangate/automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_iocontrol.v","automated_nangate","v","decoder, encoder",1529008312.17807,30,50,"{}"
"automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_muxreg",56,85,"./automated_nangate/automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_muxreg.v","automated_nangate","v",,1529008312.21407,20,4,"{}"
"automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_ram_behav",269,627,"./automated_nangate/automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_ram_behav.v","automated_nangate","v","ram, memory,decoder, encoder",1529008312.26207,14,4,"{}"
"automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_shuffle",11649,30808,"./automated_nangate/automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_shuffle.v","automated_nangate","v","errorcorrection",1529008312.59806,731,360,0
"automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_vn",559,1110,"./automated_nangate/automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_vn.v","automated_nangate","v","errorcorrection",1529008314.30605,54,46,0
"automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_vncluster",50387,122809,"./automated_nangate/automated_nangate_dvb_s2_ldpc_decoder_latest_final_ldpc_vncluster.v","automated_nangate","v","errorcorrection",1529008314.15005,61,36,0
"automated_nangate_ecg_latest_final_f3_add",20,38,"./automated_nangate/automated_nangate_ecg_latest_final_f3_add.v","automated_nangate","v","add, arithmetic",1536148015.70988,4,2,0
"automated_nangate_ecg_latest_final_f3_add1",7,7,"./automated_nangate/automated_nangate_ecg_latest_final_f3_add1.v","automated_nangate","v","add, arithmetic",1536148015.64588,2,2,0
"automated_nangate_ecg_latest_final_f3_mult",14,20,"./automated_nangate/automated_nangate_ecg_latest_final_f3_mult.v","automated_nangate","v","mult, arithmetic",1536148019.12184,4,2,0
"automated_nangate_ecg_latest_final_f3_sub",20,38,"./automated_nangate/automated_nangate_ecg_latest_final_f3_sub.v","automated_nangate","v","sub, arithmetic",1536148019.14984,4,2,0
"automated_nangate_ecg_latest_final_f3_sub1",7,7,"./automated_nangate/automated_nangate_ecg_latest_final_f3_sub1.v","automated_nangate","v","sub, arithmetic",1536148019.13784,2,2,0
"automated_nangate_ecg_latest_final_f3m_add",1940,3686,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_add.v","automated_nangate","v","add, arithmetic",1536148016.59787,388,194,0
"automated_nangate_ecg_latest_final_f3m_add3",3298,6984,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_add3.v","automated_nangate","v","add, arithmetic",1536148016.00587,582,194,0
"automated_nangate_ecg_latest_final_f3m_add4",4656,10282,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_add4.v","automated_nangate","v","add, arithmetic",1536148016.39787,776,194,0
"automated_nangate_ecg_latest_final_f3m_cubic",1638,3380,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_cubic.v","automated_nangate","v",,1536148016.79387,194,194,0
"automated_nangate_ecg_latest_final_f3m_inv",11386,26308,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_inv.v","automated_nangate","v","inv, arithmetic",1536148017.56186,196,195,0
"automated_nangate_ecg_latest_final_f3m_mult",8100,19352,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_mult.v","automated_nangate","v","mult, arithmetic",1536148018.70985,390,195,0
"automated_nangate_ecg_latest_final_f3m_mult3",11622,25815,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_mult3.v","automated_nangate","v","mult, arithmetic",1536148018.08585,1166,583,0
"automated_nangate_ecg_latest_final_f3m_mux3",1362,1747,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_mux3.v","automated_nangate","v",,1536148018.76985,585,194,0
"automated_nangate_ecg_latest_final_f3m_mux6",2140,3104,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_mux6.v","automated_nangate","v",,1536148018.84185,1170,194,0
"automated_nangate_ecg_latest_final_f3m_neg",582,388,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_neg.v","automated_nangate","v",,1536148018.87385,194,194,0
"automated_nangate_ecg_latest_final_f3m_nine",2695,6566,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_nine.v","automated_nangate","v",,1536148019.00184,195,194,0
"automated_nangate_ecg_latest_final_f3m_sub",1940,3686,"./automated_nangate/automated_nangate_ecg_latest_final_f3m_sub.v","automated_nangate","v","sub, arithmetic",1536148019.09384,388,194,0
"automated_nangate_ecg_latest_final_func1",2746,5488,"./automated_nangate/automated_nangate_ecg_latest_final_func1.v","automated_nangate","v",,1536148022.29781,394,196,0
"automated_nangate_ecg_latest_final_func10",24247,58789,"./automated_nangate/automated_nangate_ecg_latest_final_func10.v","automated_nangate","v",,1536148020.22183,390,389,0
"automated_nangate_ecg_latest_final_func11",36817,91161,"./automated_nangate/automated_nangate_ecg_latest_final_func11.v","automated_nangate","v",,1536148021.96982,778,389,0
"automated_nangate_ecg_latest_final_func2",586,390,"./automated_nangate/automated_nangate_ecg_latest_final_func2.v","automated_nangate","v",,1536148022.42581,196,196,0
"automated_nangate_ecg_latest_final_func3",626,482,"./automated_nangate/automated_nangate_ecg_latest_final_func3.v","automated_nangate","v",,1536148022.54581,196,196,0
"automated_nangate_ecg_latest_final_func4",1178,1960,"./automated_nangate/automated_nangate_ecg_latest_final_func4.v","automated_nangate","v",,1536148022.69381,198,196,0
"automated_nangate_ecg_latest_final_func5",598,424,"./automated_nangate/automated_nangate_ecg_latest_final_func5.v","automated_nangate","v",,1536148022.84581,196,196,0
"automated_nangate_ecg_latest_final_func6",11,13,"./automated_nangate/automated_nangate_ecg_latest_final_func6.v","automated_nangate","v",,1536148022.96581,3,1,0
"automated_nangate_ecg_latest_final_func7",618,490,"./automated_nangate/automated_nangate_ecg_latest_final_func7.v","automated_nangate","v",,1536148023.0618,194,194,0
"automated_nangate_ecg_latest_final_func8",5280,12324,"./automated_nangate/automated_nangate_ecg_latest_final_func8.v","automated_nangate","v",,1536148023.5218,200,194,0
"automated_nangate_ecg_latest_final_func9",2333,2720,"./automated_nangate/automated_nangate_ecg_latest_final_func9.v","automated_nangate","v",,1536148023.6578,778,389,0
"automated_nangate_ecg_latest_final_point_add",64835,160384,"./automated_nangate/automated_nangate_ecg_latest_final_point_add.v","automated_nangate","v","add, arithmetic",1536148026.28977,780,390,0
"automated_nangate_ecg_latest_final_point_scalar_mult",70052,173500,"./automated_nangate/automated_nangate_ecg_latest_final_point_scalar_mult.v","automated_nangate","v","mult, arithmetic",1536148030.05374,542,390,0
"automated_nangate_ecpu_alu_latest_final_alu_adder",189,268,"./automated_nangate/automated_nangate_ecpu_alu_latest_final_alu_adder.v","automated_nangate","v","add, arithmetic",1528128670.7183,19,41,0
"automated_nangate_edge_latest_final_adder",309,495,"./automated_nangate/automated_nangate_edge_latest_final_adder.v","automated_nangate","v","add, arithmetic",1536149020.42014,65,33,0
"automated_nangate_edge_latest_final_alu",3623,8512,"./automated_nangate/automated_nangate_edge_latest_final_alu.v","automated_nangate","v","alu, arithmetic, add, sub",1536149020.59614,68,34,0
"automated_nangate_edge_latest_final_alu_decoder",44,77,"./automated_nangate/automated_nangate_edge_latest_final_alu_decoder.v","automated_nangate","v","alu, arithmetic, add, sub",1536149020.44814,10,4,0
"automated_nangate_edge_latest_final_clock_manager",139,320,"./automated_nangate/automated_nangate_edge_latest_final_clock_manager.v","automated_nangate","v",,1536149020.62014,1,1,0
"automated_nangate_edge_latest_final_controller",209,429,"./automated_nangate/automated_nangate_edge_latest_final_controller.v","automated_nangate","v",,1536149020.64014,44,35,0
"automated_nangate_edge_latest_final_Coprocessor0",4710,11782,"./automated_nangate/automated_nangate_edge_latest_final_Coprocessor0.v","automated_nangate","v","cpu, coprocessor",1536149020.84813,110,33,0
"automated_nangate_edge_latest_final_div_unit",6194,16081,"./automated_nangate/automated_nangate_edge_latest_final_div_unit.v","automated_nangate","v",,1536149021.12013,64,64,0
"automated_nangate_edge_latest_final_Edge_Core",31952,80384,"./automated_nangate/automated_nangate_edge_latest_final_Edge_Core.v","automated_nangate","v",,1536149022.39212,68,100,0
"automated_nangate_edge_latest_final_ex_mem_pipereg",1985,3236,"./automated_nangate/automated_nangate_edge_latest_final_ex_mem_pipereg.v","automated_nangate","v","register, memory",1536149022.47212,335,330,0
"automated_nangate_edge_latest_final_hazard_unit",188,338,"./automated_nangate/automated_nangate_edge_latest_final_hazard_unit.v","automated_nangate","v",,1536149022.49612,46,13,0
"automated_nangate_edge_latest_final_id_ex_pipereg",1743,2900,"./automated_nangate/automated_nangate_edge_latest_final_id_ex_pipereg.v","automated_nangate","v","register, memory",1536149022.56412,293,290,0
"automated_nangate_edge_latest_final_if_id_pipereg",579,960,"./automated_nangate/automated_nangate_edge_latest_final_if_id_pipereg.v","automated_nangate","v","register, memory",1536149022.60012,99,96,0
"automated_nangate_edge_latest_final_mem_wb_pipereg",1527,2540,"./automated_nangate/automated_nangate_edge_latest_final_mem_wb_pipereg.v","automated_nangate","v","register, memory",1536149022.66012,257,254,0
"automated_nangate_edge_latest_final_mult_unit",6506,15688,"./automated_nangate/automated_nangate_edge_latest_final_mult_unit.v","automated_nangate","v","mult, arithmetic",1536149022.91211,64,64,0
"automated_nangate_edge_latest_final_mux_WBResult",332,468,"./automated_nangate/automated_nangate_edge_latest_final_mux_WBResult.v","automated_nangate","v",,1536149022.95211,163,32,0
"automated_nangate_edge_latest_final_mux2",129,128,"./automated_nangate/automated_nangate_edge_latest_final_mux2.v","automated_nangate","v",,1536149022.93211,65,32,0
"automated_nangate_edge_latest_final_regfile",5206,13975,"./automated_nangate/automated_nangate_edge_latest_final_regfile.v","automated_nangate","v","register, memory",1536149023.18011,50,64,0
"automated_nangate_edge_latest_final_register",195,320,"./automated_nangate/automated_nangate_edge_latest_final_register.v","automated_nangate","v",,1536149023.20411,35,32,0
"automated_nangate_edge_latest_final_reset_logic",5,4,"./automated_nangate/automated_nangate_edge_latest_final_reset_logic.v","automated_nangate","v",,1536149023.22011,2,1,0
"automated_nangate_edge_latest_final_shift_left2",94,62,"./automated_nangate/automated_nangate_edge_latest_final_shift_left2.v","automated_nangate","v",,1536149023.33611,32,32,0
"automated_nangate_edge_latest_final_shift_unit",740,1878,"./automated_nangate/automated_nangate_edge_latest_final_shift_unit.v","automated_nangate","v",,1536149023.38811,39,32,0
"automated_nangate_edge_latest_final_shifter_decoder",16,19,"./automated_nangate/automated_nangate_edge_latest_final_shifter_decoder.v","automated_nangate","v",,1536149023.23611,6,3,0
"automated_nangate_edge_latest_final_shifter_left",243,515,"./automated_nangate/automated_nangate_edge_latest_final_shifter_left.v","automated_nangate","v",,1536149023.26011,37,32,0
"automated_nangate_edge_latest_final_shifter_right_arithmetic",250,533,"./automated_nangate/automated_nangate_edge_latest_final_shifter_right_arithmetic.v","automated_nangate","v",,1536149023.28411,37,32,0
"automated_nangate_edge_latest_final_shifter_right_logical",250,533,"./automated_nangate/automated_nangate_edge_latest_final_shifter_right_logical.v","automated_nangate","v",,1536149023.31211,37,32,0
"automated_nangate_edge_latest_final_sign_extend",80,64,"./automated_nangate/automated_nangate_edge_latest_final_sign_extend.v","automated_nangate","v",,1536149023.40811,16,32,0
"automated_nangate_edge_latest_final_zero_extend",80,48,"./automated_nangate/automated_nangate_edge_latest_final_zero_extend.v","automated_nangate","v",,1536149023.42411,16,32,0
"automated_nangate_epfl_final_dec",568,888,"./automated_nangate/automated_nangate_epfl_final_dec.v","automated_nangate","v",,1536149426.54821,8,256,0
"automated_nangate_epfl_final_i2c",1042,2076,"./automated_nangate/automated_nangate_epfl_final_i2c.v","automated_nangate","v",,1536149426.5922,147,142,0
"automated_nangate_epfl_final_mem_ctrl",28821,71022,"./automated_nangate/automated_nangate_epfl_final_mem_ctrl.v","automated_nangate","v",,1536149427.63619,1204,1231,0
"automated_nangate_epfl_final_top",1454,1962,"./automated_nangate/automated_nangate_epfl_final_top.v","automated_nangate","v","topfile",1536149427.69219,256,129,0
"automated_nangate_fast_antilog_latest_final_AntiLog2",530,1399,"./automated_nangate/automated_nangate_fast_antilog_latest_final_AntiLog2.v","automated_nangate","v",,1536149431.40016,11,24,0
"automated_nangate_fast_log_latest_final_Log2flowthru",230,610,"./automated_nangate/automated_nangate_fast_log_latest_final_Log2flowthru.v","automated_nangate","v",,1536149438.86409,24,8,0
"automated_nangate_fast_log_latest_final_Log2highacc",395,993,"./automated_nangate/automated_nangate_fast_log_latest_final_Log2highacc.v","automated_nangate","v",,1536149438.89609,25,12,0
"automated_nangate_fast_log_latest_final_Log2pipelined",254,586,"./automated_nangate/automated_nangate_fast_log_latest_final_Log2pipelined.v","automated_nangate","v",,1536149438.92009,25,8,0
"automated_nangate_fixed_point_arithmetic_parameterized_latest_final_qadd",721,1505,"./automated_nangate/automated_nangate_fixed_point_arithmetic_parameterized_latest_final_qadd.v","automated_nangate","v","ram, memory",1536149452.53595,64,32,0
"automated_nangate_fixed_point_arithmetic_parameterized_latest_final_qdiv",877,1979,"./automated_nangate/automated_nangate_fixed_point_arithmetic_parameterized_latest_final_qdiv.v","automated_nangate","v","ram, memory",1536149452.59195,66,33,0
"automated_nangate_fixed_point_arithmetic_parameterized_latest_final_qtwosComp",209,299,"./automated_nangate/automated_nangate_fixed_point_arithmetic_parameterized_latest_final_qtwosComp.v","automated_nangate","v","ram, memory",1536149452.61595,31,64,0
"automated_nangate_fixed_point_arithmetic_parameterized_latest_final_top",875,1977,"./automated_nangate/automated_nangate_fixed_point_arithmetic_parameterized_latest_final_top.v","automated_nangate","v","ram, memory,  topfile",1536149452.67195,66,32,0
"automated_nangate_fpga-median_latest_final_common_network",792,1536,"./automated_nangate/automated_nangate_fpga-median_latest_final_common_network.v","automated_nangate","v",,1536149472.32776,96,96,0
"automated_nangate_fpga-median_latest_final_dff_3_pipe",74,96,"./automated_nangate/automated_nangate_fpga-median_latest_final_dff_3_pipe.v","automated_nangate","v",,1536149472.34776,26,24,0
"automated_nangate_fpga-median_latest_final_median",2866,6557,"./automated_nangate/automated_nangate_fpga-median_latest_final_median.v","automated_nangate","v",,1536149472.47576,98,72,0
"automated_nangate_fpga-median_latest_final_node",99,180,"./automated_nangate/automated_nangate_fpga-median_latest_final_node.v","automated_nangate","v",,1536149472.49576,16,16,0
"automated_nangate_fpga-median_latest_final_pixel_network",534,1104,"./automated_nangate/automated_nangate_fpga-median_latest_final_pixel_network.v","automated_nangate","v",,1536149472.53576,72,8,0
"automated_nangate_fpga-median_latest_final_state_machine",480,1044,"./automated_nangate/automated_nangate_fpga-median_latest_final_state_machine.v","automated_nangate","v",,1536149472.57176,2,62,0
"automated_nangate_fpu_latest_final_delay1",7,6,"./automated_nangate/automated_nangate_fpu_latest_final_delay1.v","automated_nangate","v","fpu",1536150821.00261,3,2,0
"automated_nangate_fpu_latest_final_delay2",9,10,"./automated_nangate/automated_nangate_fpu_latest_final_delay2.v","automated_nangate","v","fpu",1536150821.01861,3,2,0
"automated_nangate_fpu_latest_final_delay3",11,14,"./automated_nangate/automated_nangate_fpu_latest_final_delay3.v","automated_nangate","v","fpu",1536150821.03061,3,2,0
"automated_nangate_fpu_latest_final_except",146,201,"./automated_nangate/automated_nangate_fpu_latest_final_except.v","automated_nangate","v","fpu",1536150821.05861,65,12,0
"automated_nangate_fpu_latest_final_fcmp",336,650,"./automated_nangate/automated_nangate_fpu_latest_final_fcmp.v","automated_nangate","v","fpu",1536150821.09061,64,6,0
"automated_nangate_fpu_latest_final_fpu",19252,47773,"./automated_nangate/automated_nangate_fpu_latest_final_fpu.v","automated_nangate","v","fpu",1536150821.8866,70,40,0
"automated_nangate_fpu_latest_final_post_norm",1415,3381,"./automated_nangate/automated_nangate_fpu_latest_final_post_norm.v","automated_nangate","v","fpu",1536150821.9866,75,35,0
"automated_nangate_fpu_latest_final_pre_norm",1147,2699,"./automated_nangate/automated_nangate_fpu_latest_final_pre_norm.v","automated_nangate","v","fpu",1536150822.1386,70,66,0
"automated_nangate_fpu_latest_final_pre_norm_fmul",460,828,"./automated_nangate/automated_nangate_fpu_latest_final_pre_norm_fmul.v","automated_nangate","v","fpu",1536150822.0506,68,64,0
"automated_nangate_ft816float_latest_final_f2i",686,1711,"./automated_nangate/automated_nangate_ft816float_latest_final_f2i.v","automated_nangate","v",,1536150975.10111,34,33,0
"automated_nangate_ft816float_latest_final_FloatToInt",576,1354,"./automated_nangate/automated_nangate_ft816float_latest_final_FloatToInt.v","automated_nangate","v",,1536150975.13711,34,33,0
"automated_nangate_ft816float_latest_final_fp_cmp_unit",373,712,"./automated_nangate/automated_nangate_ft816float_latest_final_fp_cmp_unit.v","automated_nangate","v",,1536150975.16511,64,6,0
"automated_nangate_ft816float_latest_final_fp_decomp",175,195,"./automated_nangate/automated_nangate_ft816float_latest_final_fp_decomp.v","automated_nangate","v",,1536150975.28911,32,64,0
"automated_nangate_ft816float_latest_final_fpCompare",351,673,"./automated_nangate/automated_nangate_ft816float_latest_final_fpCompare.v","automated_nangate","v",,1536150975.18911,64,5,0
"automated_nangate_ft816float_latest_final_fpDecompose",175,195,"./automated_nangate/automated_nangate_ft816float_latest_final_fpDecompose.v","automated_nangate","v",,1536150975.20511,32,64,0
"automated_nangate_ft816float_latest_final_fpDecompReg",464,796,"./automated_nangate/automated_nangate_ft816float_latest_final_fpDecompReg.v","automated_nangate","v","register, memory",1536150975.26511,34,96,0
"automated_nangate_ft816float_latest_final_fpRound",906,2140,"./automated_nangate/automated_nangate_ft816float_latest_final_fpRound.v","automated_nangate","v",,1536150975.32911,134,128,0
"automated_nangate_ft816float_latest_final_fpSqrt",15628,39824,"./automated_nangate/automated_nangate_ft816float_latest_final_fpSqrt.v","automated_nangate","v",,1536150975.9651,132,243,0
"automated_nangate_ft816float_latest_final_isqrt",2099,5244,"./automated_nangate/automated_nangate_ft816float_latest_final_isqrt.v","automated_nangate","v",,1536150976.0611,36,65,0
"automated_nangate_ft816float_latest_final_redor64",383,980,"./automated_nangate/automated_nangate_ft816float_latest_final_redor64.v","automated_nangate","v",,1536150976.0931,70,1,0
"automated_nangate_gcm-aes_latest_final_aes_cipher_top",16429,47181,"./automated_nangate/automated_nangate_gcm-aes_latest_final_aes_cipher_top.v","automated_nangate","v","aes, crypto, ,  topfile",1536151191.83498,259,129,0
"automated_nangate_gcm-aes_latest_final_aes_key_expand_128",3668,9998,"./automated_nangate/automated_nangate_gcm-aes_latest_final_aes_key_expand_128.v","automated_nangate","v","aes, crypto,",1536151192.03498,130,128,0
"automated_nangate_gcm-aes_latest_final_aes_rcon",52,103,"./automated_nangate/automated_nangate_gcm-aes_latest_final_aes_rcon.v","automated_nangate","v","aes, crypto,",1536151192.09898,2,8,0
"automated_nangate_gcm-aes_latest_final_aes_sbox",712,2128,"./automated_nangate/automated_nangate_gcm-aes_latest_final_aes_sbox.v","automated_nangate","v","aes, crypto, sbox",1536151192.23498,8,8,0
"automated_nangate_gcm-aes_latest_final_gcm_aes_v0",26825,71943,"./automated_nangate/automated_nangate_gcm-aes_latest_final_gcm_aes_v0.v","automated_nangate","v","aes, crypto,",1536151193.38297,267,136,0
"automated_nangate_gcm-aes_latest_final_gfm128_16",4824,8718,"./automated_nangate/automated_nangate_gcm-aes_latest_final_gfm128_16.v","automated_nangate","v","aes, crypto,",1536151193.57097,272,256,0
"automated_nangate_generic_fifos_latest_final_lfsr",42,84,"./automated_nangate/automated_nangate_generic_fifos_latest_final_lfsr.v","automated_nangate","v","fifo, memory",1536151197.10293,4,8,0
"automated_nangate_gng_latest_final_gng",7729,19538,"./automated_nangate/automated_nangate_gng_latest_final_gng.v","automated_nangate","v",,1536151305.64987,3,17,0
"automated_nangate_gng_latest_final_gng_coef",2043,5917,"./automated_nangate/automated_nangate_gng_latest_final_gng_coef.v","automated_nangate","v",,1536151304.66988,9,53,0
"automated_nangate_gng_latest_final_gng_ctg",1019,2331,"./automated_nangate/automated_nangate_gng_latest_final_gng_ctg.v","automated_nangate","v",,1536151304.73388,3,65,0
"automated_nangate_gng_latest_final_gng_interp",6834,17258,"./automated_nangate/automated_nangate_gng_latest_final_gng_interp.v","automated_nangate","v",,1536151305.05787,67,17,0
"automated_nangate_gng_latest_final_gng_lzd",191,364,"./automated_nangate/automated_nangate_gng_latest_final_gng_lzd.v","automated_nangate","v",,1536151305.08187,61,6,0
"automated_nangate_gng_latest_final_gng_smul_16_18",1997,4673,"./automated_nangate/automated_nangate_gng_latest_final_gng_smul_16_18.v","automated_nangate","v",,1536151305.30187,35,34,0
"automated_nangate_gng_latest_final_gng_smul_16_18_sadd_37",2413,5497,"./automated_nangate/automated_nangate_gng_latest_final_gng_smul_16_18_sadd_37.v","automated_nangate","v","add, arithmetic",1536151305.20187,72,38,0
"automated_nangate_gost28147-89_latest_final_gost89_cfb",3518,6375,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_cfb.v","automated_nangate","v",,1536150832.6745,836,65,0
"automated_nangate_gost28147-89_latest_final_gost89_cfb_decrypt",3453,6183,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_cfb_decrypt.v","automated_nangate","v",,1536150832.3905,835,65,0
"automated_nangate_gost28147-89_latest_final_gost89_cfb_encrypt",3646,6567,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_cfb_encrypt.v","automated_nangate","v",,1536150832.5345,835,65,0
"automated_nangate_gost28147-89_latest_final_gost89_ecb",3061,5639,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_ecb.v","automated_nangate","v",,1536150833.08649,836,65,0
"automated_nangate_gost28147-89_latest_final_gost89_ecb_decrypt",2934,4886,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_ecb_decrypt.v","automated_nangate","v",,1536150832.8065,835,65,0
"automated_nangate_gost28147-89_latest_final_gost89_ecb_encrypt",2934,4887,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_ecb_encrypt.v","automated_nangate","v",,1536150832.9425,835,65,0
"automated_nangate_gost28147-89_latest_final_gost89_mac",2854,5156,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_mac.v","automated_nangate","v",,1536150833.19049,835,33,0
"automated_nangate_gost28147-89_latest_final_gost89_pipelined_ecb_decrypt",39009,90336,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_pipelined_ecb_decrypt.v","automated_nangate","v",,1536150834.78248,833,64,0
"automated_nangate_gost28147-89_latest_final_gost89_pipelined_ecb_encrypt",39009,90336,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_pipelined_ecb_encrypt.v","automated_nangate","v",,1536150836.37446,833,64,0
"automated_nangate_gost28147-89_latest_final_gost89_round",1834,2792,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_round.v","automated_nangate","v",,1536150836.47446,609,64,0
"automated_nangate_gost28147-89_latest_final_gost89_sbox",0,0,"./automated_nangate/automated_nangate_gost28147-89_latest_final_gost89_sbox.v","automated_nangate","v","aes, crypto, sbox",1536150836.49046,68,4,0
"automated_nangate_hamming_latest_final_ham_7_4_dec",106,273,"./automated_nangate/automated_nangate_hamming_latest_final_ham_7_4_dec.v","automated_nangate","v",,1536150840.13843,4,2,0
"automated_nangate_hamming_latest_final_ham_7_4_enc",53,88,"./automated_nangate/automated_nangate_hamming_latest_final_ham_7_4_enc.v","automated_nangate","v",,1536150840.15843,7,8,0
