"DesignName","Gates","Edges","DesignPath","CellLib","FileType","Category","Time","Inputs","Outputs","NrDffs"
"a25_alu",677,1455,"./designFilesNangate/a25_alu.v","designFilesNangate","v","alu, arithmetic, add, sub",1462362555.45247,75,32,0
"a25_alu",1118,1953,"./designFilesOsu/a25_alu.v","designFilesOsu","v","alu, arithmetic, add, sub",1462378048.8665,75,32,"n.a."
"a25_alu_16bit",539,934,"./designFilesOsu/a25_alu_16bit.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.8136,43,16,0
"a25_alu_16bit",328,702,"./designFilesNangate/a25_alu_16bit.v","designFilesNangate","v","alu, arithmetic, add, sub",1504541154.11962,43,16,0
"a25_multiply",1169,2625,"./designFilesNangate/a25_multiply.v","designFilesNangate","v","mult, arithmetic",1524751029.81613,69,34,"{}"
"a25_multiply",1668,3014,"./designFilesOsu/a25_multiply.v","designFilesOsu","v","mult, arithmetic",1462378048.8835,69,34,"n.a."
"ADC_interface_AXI",108,183,"./designFilesOsu/ADC_interface_AXI.v","designFilesOsu","v","adc, axi",1506006570.95451,118,37,0
"add_key",96,48,"./designFilesNangate/add_key.v","designFilesNangate","v","add, arithmetic",1462362555.46547,96,48,0
"adder",1397,1905,"./designFilesOsu/adder.v","designFilesOsu","v","add, arithmetic",1462362556.82359,256,129,"n.a."
"adder",1486,2335,"./designFilesNangate/adder.v","designFilesNangate","v","add, arithmetic",1462362555.47047,256,129,"n.a."
"adder_tree_node",195,291,"./designFilesOsu/adder_tree_node.v","designFilesOsu","v","add, arithmetic",1462362556.82759,33,17,"{}"
"Adder10bit",111,159,"./designFilesOsu/Adder10bit.v","designFilesOsu","v","add, arithmetic",1462362556.17954,21,11,"{}"
"Adder10bit",86,132,"./designFilesNangate/Adder10bit.v","designFilesNangate","v","add, arithmetic",1462362554.91943,21,11,"{}"
"Adder16bit",176,255,"./designFilesOsu/Adder16bit.v","designFilesOsu","v","add, arithmetic",1462362556.18354,32,16,"n.a."
"Adder16bitnoCin",177,258,"./designFilesOsu/Adder16bitnoCin.v","designFilesOsu","v","add, arithmetic",1462362556.18654,32,17,"{}"
"Adder1bit",17,25,"./designFilesOsu/Adder1bit.v","designFilesOsu","v","add, arithmetic",1462362556.19054,3,2,"{}"
"Adder1bit",10,12,"./designFilesNangate/Adder1bit.v","designFilesNangate","v","add, arithmetic",1462362554.92243,3,2,"n.a."
"Adder2bit",16,21,"./designFilesNangate/Adder2bit.v","designFilesNangate","v","add, arithmetic",1462362554.92642,5,3,"{}"
"Adder2bit",22,29,"./designFilesOsu/Adder2bit.v","designFilesOsu","v","add, arithmetic",1462362556.19355,5,3,"n.a."
"Adder32bit",309,495,"./designFilesNangate/Adder32bit.v","designFilesNangate","v","add, arithmetic",1462362554.92943,65,33,"{}"
"Adder32bit",431,630,"./designFilesOsu/Adder32bit.v","designFilesOsu","v","add, arithmetic",1462362556.19754,65,33,"{}"
"Adder32bitnoC",291,464,"./designFilesNangate/Adder32bitnoC.v","designFilesNangate","v","add, arithmetic",1462362554.94043,64,32,"{}"
"Adder32bitnoCin",291,470,"./designFilesNangate/Adder32bitnoCin.v","designFilesNangate","v","add, arithmetic",1524751030.23613,64,33,0
"Adder32bitnoCin",401,594,"./designFilesOsu/Adder32bitnoCin.v","designFilesOsu","v","add, arithmetic",1462362556.20154,64,33,"n.a."
"Adder3bit",21,26,"./designFilesOsu/Adder3bit.v","designFilesOsu","v","add, arithmetic",1462362556.20554,6,3,"{}"
"Adder3bit",17,20,"./designFilesNangate/Adder3bit.v","designFilesNangate","v","add, arithmetic",1462362554.94843,6,3,"n.a."
"Adder4bit",37,50,"./designFilesOsu/Adder4bit.v","designFilesOsu","v","add, arithmetic",1462362554.95143,9,5,0
"Adder4bit2",24,30,"./designFilesNangate/Adder4bit2.v","designFilesNangate","v","add, arithmetic",1462362554.95443,8,4,"{}"
"Adder4bit2",29,37,"./designFilesOsu/Adder4bit2.v","designFilesOsu","v","add, arithmetic",1462362556.21254,8,4,"{}"
"Adder4bitnoCin",30,44,"./designFilesNangate/Adder4bitnoCin.v","designFilesNangate","v","add, arithmetic",1462362554.95743,8,5,"{}"
"Adder4bitnoCin",35,47,"./designFilesOsu/Adder4bitnoCin.v","designFilesOsu","v","add, arithmetic",1462362556.21554,8,5,"{}"
"Adder5bit",32,44,"./designFilesNangate/Adder5bit.v","designFilesNangate","v","add, arithmetic",1524751030.24813,10,5,0
"Adder5bit",42,57,"./designFilesOsu/Adder5bit.v","designFilesOsu","v","add, arithmetic",1462362556.21855,10,5,"n.a."
"Adder6bit",39,54,"./designFilesNangate/Adder6bit.v","designFilesNangate","v","add, arithmetic",1462362554.96443,12,6,"{}"
"Adder6bit",50,68,"./designFilesOsu/Adder6bit.v","designFilesOsu","v","add, arithmetic",1462362556.22254,12,6,"n.a."
"Adder7bit",47,68,"./designFilesNangate/Adder7bit.v","designFilesNangate","v","add, arithmetic",1462362554.96743,14,7,"{}"
"Adder7bit",65,91,"./designFilesOsu/Adder7bit.v","designFilesOsu","v","add, arithmetic",1462362556.22654,14,7,"n.a."
"Adder8bit",73,102,"./designFilesOsu/Adder8bit.v","designFilesOsu","v","add, arithmetic",1462362556.22954,16,8,"{}"
"Adder8bit",57,83,"./designFilesNangate/Adder8bit.v","designFilesNangate","v","add, arithmetic",1462362554.97043,16,8,"{}"
"Adder8bit2",100,167,"./designFilesOsu/Adder8bit2.v","designFilesOsu","v","add, arithmetic",1462362556.23354,16,8,"{}"
"Adder8bitnoCin",68,104,"./designFilesNangate/Adder8bitnoCin.v","designFilesNangate","v","add, arithmetic",1462362554.97443,16,9,"n.a."
"Adder8bitnoCin",79,112,"./designFilesOsu/Adder8bitnoCin.v","designFilesOsu","v","add, arithmetic",1462362556.23655,16,9,"n.a."
"Adder9bit",76,115,"./designFilesNangate/Adder9bit.v","designFilesNangate","v","add, arithmetic",1524751030.25213,19,10,0
"Adder9bit",103,146,"./designFilesOsu/Adder9bit.v","designFilesOsu","v","add, arithmetic",1462362556.24054,19,10,"{}"
"addop",176,255,"./designFilesOsu/addop.v","designFilesOsu","v","add, arithmetic",1462362556.83059,32,16,"{}"
"addop",130,203,"./designFilesNangate/addop.v","designFilesNangate","v","add, arithmetic",1462362555.47447,32,16,"{}"
"addop_small",24,30,"./designFilesNangate/addop_small.v","designFilesNangate","v","add, arithmetic",1462362555.47748,8,4,"{}"
"addop_small",29,37,"./designFilesOsu/addop_small.v","designFilesOsu","v","add, arithmetic",1462362556.8336,8,4,"{}"
"addsub",39,55,"./designFilesNangate/addsub.v","designFilesNangate","v","add, sub, addsub arithmetic",1524751030.83613,9,5,0
"addsub_10bit",153,287,"./designFilesNangate/addsub_10bit.v","designFilesNangate","v","add, sub, addsub arithmetic",1524751029.79613,21,10,0
"addsub_11bit",174,331,"./designFilesNangate/addsub_11bit.v","designFilesNangate","v","add, sub, addsub arithmetic",1524751030.25213,23,11,0
"addsub_13bit",204,378,"./designFilesNangate/addsub_13bit.v","designFilesNangate","v","add, sub, addsub arithmetic",1524751029.79613,27,13,"{}"
"addsub_5bit",59,100,"./designFilesNangate/addsub_5bit.v","designFilesNangate","v","add, sub, addsub arithmetic",1524751030.85613,11,5,0
"addsub_6bit",87,161,"./designFilesNangate/addsub_6bit.v","designFilesNangate","v","add, sub, addsub arithmetic",1524751030.64813,13,6,0
"adrnd_key",128,96,"./designFilesNangate/adrnd_key.v","designFilesNangate","v","crypto, addroundkey",1462362555.53048,64,32,"{}"
"adrnd_key",192,224,"./designFilesOsu/adrnd_key.v","designFilesOsu","v","crypto, addroundkey",1462362556.8966,64,32,"n.a."
"aes_cipher_top",27848,55966,"./osu018/aes_cipher_top.v","osu018","v","aes, crypto, topfile",1478707329.1108,259,129,"n.a."
"aes_cipher_top",22246,58307,"./designFilesOsu/aes_cipher_top.v","designFilesOsu","v","aes, crypto,,  topfile",1506006570.41446,259,129,"{}"
"aes_inv_cipher_top",29565,74234,"./designFilesOsu/aes_inv_cipher_top.v","designFilesOsu","v","aes, crypto, ,  topfile",1462378081.4344,260,129,"{}"
"aes_inv_sbox",780,2110,"./designFilesOsu/aes_inv_sbox.v","designFilesOsu","v","aes, crypto,",1462378049.59756,8,8,"n.a."
"aes_key_expand_128",5217,12751,"./designFilesOsu/aes_key_expand_128.v","designFilesOsu","v","aes, crypto,",1462378049.56056,130,128,"n.a."
"aes_rcon",80,106,"./designFilesOsu/aes_rcon.v","designFilesOsu","v","aes, crypto,",1462378048.9315,2,32,"n.a."
"aes_sbox",860,2303,"./designFilesOsu/aes_sbox.v","designFilesOsu","v","aes, crypto,",1462378048.9275,8,8,"n.a."
"aes_sbox",1235,2404,"./osu018/aes_sbox.v","osu018","v","smallfile, sbox, crypto, aes",1478707329.19182,8,8,"n.a."
"aes_top_unrolled",9829,18652,"./designFilesOsu/aes_top_unrolled.bench","designFilesOsu","bench","aes, crypto, ,  topfile",1497275563.80695,195,32,"{}"
"aes_top_unrolled",5891,10902,"./osu018/aes_top_unrolled.v","osu018","v","aes, crypto, ,  topfile",1478707329.44284,195,32,"{}"
"aes_top_unrolled",9829,18652,"./designFilesOsu/aes_top_unrolled.v","designFilesOsu","v","aes, crypto, ,  topfile",1462362556.9196,195,32,"n.a."
"aes_top_unrolled",5265,10008,"./designFilesNangate/aes_top_unrolled.v","designFilesNangate","v","aes, crypto,,  topfile",1462362555.54548,195,32,"{}"
"aes_top_unrolled_old",5264,9948,"./designFilesNangate/aes_top_unrolled_old.v","designFilesNangate","v","aes, crypto, topfile",1524751029.79213,194,32,0
"aes_top_unrolled_old",9828,18570,"./designFilesOsu/aes_top_unrolled_old.v","designFilesOsu","v","aes, crypto,,  topfile",1462362556.94562,194,32,"n.a."
"alu",56,102,"./designFilesNangate/alu.v","designFilesNangate","v","alu, arithmetic, add, sub",1462362555.56448,37,4,"{}"
"ALU",2365,5540,"./designFilesNangate/ALU.v","designFilesNangate","v","alu, arithmetic, add, sub",1524751030.87613,111,36,0
"ALU",2667,5896,"./designFilesOsu/ALU.v","designFilesOsu","v","alu, arithmetic, add, sub",1506006570.51447,111,36,"{}"
"alu",65,98,"./designFilesOsu/alu.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.94961,37,4,"n.a."
"alu_avr",317,629,"./designFilesNangate/alu_avr.v","designFilesNangate","v","alu, arithmetic, add, sub",1462362555.57848,45,14,"{}"
"alu_avr",383,761,"./designFilesOsu/alu_avr.v","designFilesOsu","v","alu, arithmetic, add, sub",1510315077.58552,45,14,"{}"
"alu_avr_adc",105,179,"./designFilesNangate/alu_avr_adc.v","designFilesNangate","v","alu, arithmetic, add, sub",1462362555.59849,45,9,"n.a."
"alu_avr_adc",87,127,"./designFilesOsu/alu_avr_adc.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362557.00261,45,9,"n.a."
"alu_avr_adc2",82,115,"./designFilesNangate/alu_avr_adc2.v","designFilesNangate","v","add, arithmetic",1524751030.24013,45,9,0
"alu_avr_adc2",96,127,"./designFilesOsu/alu_avr_adc2.v","designFilesOsu","v","add, arithmetic",1462362557.00562,45,9,"n.a."
"alu_avr_add",92,152,"./designFilesNangate/alu_avr_add.v","designFilesNangate","v","add, arithmetic",1524751030.22813,45,8,0
"alu_avr_add",78,112,"./designFilesOsu/alu_avr_add.v","designFilesOsu","v","add, arithmetic",1462362557.00861,45,8,"{}"
"alu_avr_add2",65,91,"./designFilesNangate/alu_avr_add2.v","designFilesNangate","v","add, arithmetic",1462362555.60849,45,8,0
"alu_avr_add2",71,95,"./designFilesOsu/alu_avr_add2.v","designFilesOsu","v","add, arithmetic",1462362557.01162,45,8,"{}"
"alu_avr_add3",28,36,"./designFilesOsu/alu_avr_add3.v","designFilesOsu","v","add, arithmetic",1462362557.01561,37,4,"{}"
"alu_avr_add3",26,34,"./designFilesNangate/alu_avr_add3.v","designFilesNangate","v","add, arithmetic",1462362555.61248,37,4,"{}"
"alu_avr_andi",32,24,"./designFilesOsu/alu_avr_andi.v","designFilesOsu","v","alu, arithmetic",1462362557.01862,45,8,"{}"
"alu_avr_asr",58,94,"./designFilesNangate/alu_avr_asr.v","designFilesNangate","v","alu, arithmetic",1462362555.61549,45,8,"{}"
"alu_avr_asr",24,24,"./designFilesOsu/alu_avr_asr.v","designFilesOsu","v","alu, arithmetic",1462362557.02261,45,8,"{}"
"alu_avr_com",86,123,"./designFilesOsu/alu_avr_com.v","designFilesOsu","v","alu, arithmetic",1462362557.02561,45,8,"{}"
"alu_avr_com",52,89,"./designFilesNangate/alu_avr_com.v","designFilesNangate","v","alu, arithmetic",1524751030.27213,45,8,0
"alu_avr_cp",105,196,"./designFilesNangate/alu_avr_cp.v","designFilesNangate","v","alu, arithmetic",1524751029.79613,45,8,0
"alu_avr_cp",162,265,"./designFilesOsu/alu_avr_cp.v","designFilesOsu","v","alu, arithmetic",1462362557.02862,45,8,"n.a."
"alu_avr_dec",120,185,"./designFilesOsu/alu_avr_dec.v","designFilesOsu","v","alu, arithmetic",1462362557.03361,45,8,"n.a."
"alu_avr_dec",75,141,"./designFilesNangate/alu_avr_dec.v","designFilesNangate","v","alu, arithmetic",1462362555.6305,45,8,"{}"
"alu_avr_inc",43,56,"./designFilesOsu/alu_avr_inc.v","designFilesOsu","v","alu, arithmetic",1462362557.03761,45,8,"{}"
"alu_avr_inc",72,136,"./designFilesNangate/alu_avr_inc.v","designFilesNangate","v","alu, arithmetic",1462362555.63449,45,8,"{}"
"alu_avr_inc2",22,29,"./designFilesOsu/alu_avr_inc2.v","designFilesOsu","v","alu, arithmetic",1462362557.04061,37,4,"{}"
"alu_avr_inc2",14,16,"./designFilesNangate/alu_avr_inc2.v","designFilesNangate","v","alu, arithmetic",1462362555.63749,37,4,0
"alu_avr_lsr",58,93,"./designFilesNangate/alu_avr_lsr.v","designFilesNangate","v","alu, arithmetic",1462362555.64149,45,8,"n.a."
"alu_avr_lsr",89,124,"./designFilesOsu/alu_avr_lsr.v","designFilesOsu","v","alu, arithmetic",1462362557.04661,45,8,"n.a."
"alu_avr_neg",33,37,"./designFilesOsu/alu_avr_neg.v","designFilesOsu","v","alu, arithmetic",1462362557.04962,45,8,"{}"
"alu_avr_new",165,266,"./designFilesOsu/alu_avr_new.v","designFilesOsu","v","alu, arithmetic",1462362557.05361,45,8,"{}"
"alu_avr_new2",50,72,"./designFilesNangate/alu_avr_new2.v","designFilesNangate","v","alu, arithmetic",1462362555.64449,45,8,"{}"
"alu_avr_new2",75,97,"./designFilesOsu/alu_avr_new2.v","designFilesOsu","v","alu, arithmetic",1462362557.05761,45,8,"{}"
"alu_avr_reduced",306,525,"./designFilesOsu/alu_avr_reduced.v","designFilesOsu","v","alu, arithmetic",1462362557.06361,45,8,"{}"
"alu_avr_reduced",234,470,"./designFilesNangate/alu_avr_reduced.v","designFilesNangate","v","alu, arithmetic",1524751030.27213,45,8,"{}"
"alu_avr_sbc",104,176,"./designFilesNangate/alu_avr_sbc.v","designFilesNangate","v","alu, arithmetic",1462362555.65149,45,8,"{}"
"alu_avr_sbc",92,137,"./designFilesOsu/alu_avr_sbc.v","designFilesOsu","v","alu, arithmetic",1462362557.06662,45,8,"{}"
"alu_avr_sub",88,132,"./designFilesOsu/alu_avr_sub.v","designFilesOsu","v","sub, arithmetic",1462362557.06962,45,8,"n.a."
"alu_avr_sub",100,169,"./designFilesNangate/alu_avr_sub.v","designFilesNangate","v","sub, arithmetic",1462362555.65449,45,8,"n.a."
"alu_avr2",363,603,"./designFilesOsu/alu_avr2.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.97961,44,8,"n.a."
"alu_avr3",363,603,"./designFilesOsu/alu_avr3.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.98361,45,8,"{}"
"alu_avr3",163,316,"./designFilesNangate/alu_avr3.v","designFilesNangate","v","alu, arithmetic, add, sub",1504541154.25663,44,8,"{}"
"alu_avr4",163,316,"./designFilesNangate/alu_avr4.v","designFilesNangate","v","alu, arithmetic, add, sub",1504541154.24163,44,8,"{}"
"alu_avr4",190,313,"./designFilesOsu/alu_avr4.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.98661,45,8,"n.a."
"alu_avr5",317,629,"./designFilesNangate/alu_avr5.v","designFilesNangate","v","alu, arithmetic, add, sub",1462362555.58849,45,14,"{}"
"alu_avr5",408,669,"./designFilesOsu/alu_avr5.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.99061,45,14,"{}"
"alu_avr6",190,349,"./designFilesNangate/alu_avr6.v","designFilesNangate","v","alu, arithmetic, add, sub",1462362555.59248,45,14,"{}"
"alu_avr6",277,456,"./designFilesOsu/alu_avr6.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.99561,45,14,"{}"
"alu_avr7",114,194,"./designFilesNangate/alu_avr7.v","designFilesNangate","v","alu, arithmetic, add, sub",1462362555.59549,45,9,"{}"
"alu_avr7",117,183,"./designFilesOsu/alu_avr7.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.99862,45,9,"n.a."
"alu2",67,125,"./designFilesNangate/alu2.v","designFilesNangate","v","alu, arithmetic, add, sub",1462362555.56748,37,5,"{}"
"alu2",81,122,"./designFilesOsu/alu2.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.95261,37,5,"{}"
"alu3",74,131,"./designFilesNangate/alu3.v","designFilesNangate","v","alu, arithmetic, add, sub",1462362555.57148,37,5,"n.a."
"alu3",114,179,"./designFilesOsu/alu3.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.9566,37,5,"n.a."
"alu4",133,247,"./designFilesNangate/alu4.v","designFilesNangate","v","alu, arithmetic, add, sub",1462362555.57548,45,9,"{}"
"alu4",205,334,"./designFilesOsu/alu4.v","designFilesOsu","v","alu, arithmetic, add, sub",1462362556.96761,45,9,"{}"
"And16bit",64,48,"./designFilesNangate/And16bit.v","designFilesNangate","v","and, logic",1524751030.86013,32,16,0
"And16bit",64,48,"./designFilesOsu/And16bit.v","designFilesOsu","v","and, logic",1462362556.24354,32,16,"{}"
"And1bit",4,3,"./designFilesNangate/And1bit.v","designFilesNangate","v","and, logic",1462362554.98143,2,1,"{}"
"And1bit",4,3,"./designFilesOsu/And1bit.v","designFilesOsu","v","and, logic",1462362556.25255,2,1,"n.a."
"And2bit",8,6,"./designFilesNangate/And2bit.v","designFilesNangate","v","and, logic",1524751029.81613,4,2,"{}"
"And2bit",8,6,"./designFilesOsu/And2bit.v","designFilesOsu","v","and, logic",1462362556.25555,4,2,"{}"
"And3_3bit",15,12,"./designFilesNangate/And3_3bit.v","designFilesNangate","v","and, logic",1462362554.98743,9,3,"{}"
"And3_3bit",21,18,"./designFilesOsu/And3_3bit.v","designFilesOsu","v","and, logic",1462362556.25954,9,3,"{}"
"And3_4bit",20,16,"./designFilesNangate/And3_4bit.v","designFilesNangate","v","and, logic",1462362554.99043,12,4,"{}"
"And3_4bit",28,24,"./designFilesOsu/And3_4bit.v","designFilesOsu","v","and, logic",1462362556.26255,12,4,"n.a."
"And3_5bit",35,30,"./designFilesOsu/And3_5bit.v","designFilesOsu","v","and, logic",1462362556.26555,15,5,"{}"
"And3_5bit",25,20,"./designFilesNangate/And3_5bit.v","designFilesNangate","v","and, logic",1462362554.99344,15,5,"{}"
"And3_6bit",30,24,"./designFilesNangate/And3_6bit.v","designFilesNangate","v","and, logic",1462362554.99643,18,6,"n.a."
"And3_6bit",42,36,"./designFilesOsu/And3_6bit.v","designFilesOsu","v","and, logic",1462362556.26954,18,6,"n.a."
"And3_7bit",49,42,"./designFilesOsu/And3_7bit.v","designFilesOsu","v","and, logic",1462362556.27255,21,7,"n.a."
"And3_7bit",35,28,"./designFilesNangate/And3_7bit.v","designFilesNangate","v","and, logic",1524751029.81613,21,7,"{}"
"And3_8bit",56,48,"./designFilesOsu/And3_8bit.v","designFilesOsu","v","and, logic",1462362556.27555,24,8,"{}"
"And3_8bit",40,32,"./designFilesNangate/And3_8bit.v","designFilesNangate","v","and, logic",1524751030.64413,24,8,0
"And3bit",12,9,"./designFilesNangate/And3bit.v","designFilesNangate","v","and, logic",1462362555.00643,6,3,"n.a."
"And3bit",12,9,"./designFilesOsu/And3bit.v","designFilesOsu","v","and, logic",1462362556.27955,6,3,"n.a."
"And4bit",16,12,"./designFilesNangate/And4bit.v","designFilesNangate","v","and, logic",1462362555.01643,8,4,"{}"
"And4bit",16,12,"./designFilesOsu/And4bit.v","designFilesOsu","v","and, logic",1462362556.28255,8,4,"{}"
"And5bit",20,15,"./designFilesNangate/And5bit.v","designFilesNangate","v","and, logic",1462362555.02443,10,5,"{}"
"And5bit",20,15,"./designFilesOsu/And5bit.v","designFilesOsu","v","and, logic",1462362556.28555,10,5,"{}"
"And6bit",24,18,"./designFilesOsu/And6bit.v","designFilesOsu","v","and, logic",1462362556.28855,12,6,"n.a."
"And6bit",24,18,"./designFilesNangate/And6bit.v","designFilesNangate","v","and, logic",1462362555.02744,12,6,"{}"
"And7bit",28,21,"./designFilesOsu/And7bit.v","designFilesOsu","v","and, logic",1462362556.29255,14,7,"n.a."
"And7bit",28,21,"./designFilesNangate/And7bit.v","designFilesNangate","v","and, logic",1524751030.64413,14,7,0
"And8bit",32,24,"./designFilesOsu/And8bit.v","designFilesOsu","v","and, logic",1462362556.29555,16,8,"n.a."
"And8bit",32,24,"./designFilesNangate/And8bit.v","designFilesNangate","v","arbiter",1462362555.03344,16,8,"{}"
"arbiter",243,380,"./designFilesOsu/arbiter.v","designFilesOsu","v","arbiter",1462362557.07262,32,16,"{}"
"automated_nangate_16x2_lcd_display_driver_latest_final_lcd_16x2_8bit",147,356,"./automated_nangate/automated_nangate_16x2_lcd_display_driver_latest_final_lcd_16x2_8bit.v","automated_nangate","v",,1536144014.16431,12,11,0
"automated_nangate_16x2_lcd_display_driver_latest_final_lcd_fpga",226,583,"./automated_nangate/automated_nangate_16x2_lcd_display_driver_latest_final_lcd_fpga.v","automated_nangate","v",,1536144014.34431,3,10,0
"automated_nangate_8051_latest_final_disp",86,170,"./automated_nangate/automated_nangate_8051_latest_final_disp.v","automated_nangate","v",,1536150953.44932,8,14,0
"automated_nangate_8051_latest_final_oc8051_alu_src_sel",240,407,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_alu_src_sel.v","automated_nangate","v","alu, arithmetic, add, sub",1536150953.46532,81,24,0
"automated_nangate_8051_latest_final_oc8051_b_register",108,222,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_b_register.v","automated_nangate","v","memory",1536150953.48132,21,8,0
"automated_nangate_8051_latest_final_oc8051_cache_ram",128,64,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_cache_ram.v","automated_nangate","v","ram, memory, cache",1536150953.49732,49,64,0
"automated_nangate_8051_latest_final_oc8051_comp",32,35,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_comp.v","automated_nangate","v",,1536150953.50532,20,1,0
"automated_nangate_8051_latest_final_oc8051_cy_select",8,8,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_cy_select.v","automated_nangate","v",,1536150953.51732,4,1,0
"automated_nangate_8051_latest_final_oc8051_divide",235,539,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_divide.v","automated_nangate","v","div, arithmetic,",1536150953.53732,19,17,0
"automated_nangate_8051_latest_final_oc8051_dptr",96,160,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_dptr.v","automated_nangate","v",,1536150953.55332,30,16,0
"automated_nangate_8051_latest_final_oc8051_indi_addr",299,750,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_indi_addr.v","automated_nangate","v","add, arithmetic",1536150953.57332,23,8,0
"automated_nangate_8051_latest_final_oc8051_int",487,1191,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_int.v","automated_nangate","v",,1536150953.60132,29,35,0
"automated_nangate_8051_latest_final_oc8051_multiply",213,442,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_multiply.v","automated_nangate","v","mult, arithmetic",1536150953.62132,19,17,0
"automated_nangate_8051_latest_final_oc8051_ports",390,848,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_ports.v","automated_nangate","v","ram, memory",1536150953.65332,54,64,0
"automated_nangate_8051_latest_final_oc8051_psw",108,195,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_psw.v","automated_nangate","v",,1536150953.66932,26,10,0
"automated_nangate_8051_latest_final_oc8051_ram",16,8,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_ram.v","automated_nangate","v","ram, memory",1536150954.36531,27,8,0
"automated_nangate_8051_latest_final_oc8051_ram_256x8_two_bist",7062,18634,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_ram_256x8_two_bist.v","automated_nangate","v","ram, memory",1536150954.01331,29,8,0
"automated_nangate_8051_latest_final_oc8051_ram_top",7189,18982,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_ram_top.v","automated_nangate","v","ram, memory ,  topfile",1536150954.35331,29,9,0
"automated_nangate_8051_latest_final_oc8051_sp",177,365,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_sp.v","automated_nangate","v",,1536150954.38131,26,16,0
"automated_nangate_8051_latest_final_oc8051_tc",626,1567,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_tc.v","automated_nangate","v",,1536150954.44931,27,42,0
"automated_nangate_8051_latest_final_oc8051_tc2",410,962,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_tc2.v","automated_nangate","v",,1536150954.40931,24,44,0
"automated_nangate_8051_latest_final_oc8051_uart",454,1074,"./automated_nangate/automated_nangate_8051_latest_final_oc8051_uart.v","automated_nangate","v","uart",1536150954.48531,27,26,0
"automated_nangate_8051_latest_final_RAMB4_S8_S8",32,16,"./automated_nangate/automated_nangate_8051_latest_final_RAMB4_S8_S8.v","automated_nangate","v","ram, memory",1536150954.49731,42,16,0
"automated_nangate_8bit_vedic_multiplier_latest_final_full_adder",10,12,"./automated_nangate/automated_nangate_8bit_vedic_multiplier_latest_final_full_adder.v","automated_nangate","v","mult, arithmetic, adder",1536150970.09316,3,2,0
"automated_nangate_8bit_vedic_multiplier_latest_final_half_adder",6,6,"./automated_nangate/automated_nangate_8bit_vedic_multiplier_latest_final_half_adder.v","automated_nangate","v","mult, arithmetic, adder",1536150970.11316,2,2,0
"automated_nangate_8bit_vedic_multiplier_latest_final_ripple_adder_12bit",110,145,"./automated_nangate/automated_nangate_8bit_vedic_multiplier_latest_final_ripple_adder_12bit.v","automated_nangate","v","mult, arithmetic, adder",1536150970.14516,25,13,0
"automated_nangate_8bit_vedic_multiplier_latest_final_ripple_adder_4bit",38,49,"./automated_nangate/automated_nangate_8bit_vedic_multiplier_latest_final_ripple_adder_4bit.v","automated_nangate","v","mult, arithmetic, adder",1536150970.16116,9,5,0
"automated_nangate_8bit_vedic_multiplier_latest_final_ripple_adder_6bit",56,73,"./automated_nangate/automated_nangate_8bit_vedic_multiplier_latest_final_ripple_adder_6bit.v","automated_nangate","v","mult, arithmetic, adder",1536150970.18116,13,7,0
"automated_nangate_8bit_vedic_multiplier_latest_final_ripple_adder_8bit",74,97,"./automated_nangate/automated_nangate_8bit_vedic_multiplier_latest_final_ripple_adder_8bit.v","automated_nangate","v","mult, arithmetic, adder",1536150970.21316,17,9,0
"automated_nangate_8bit_vedic_multiplier_latest_final_vedic2x2",20,24,"./automated_nangate/automated_nangate_8bit_vedic_multiplier_latest_final_vedic2x2.v","automated_nangate","v","mult, arithmetic",1536150970.22916,4,4,0
"automated_nangate_8bit_vedic_multiplier_latest_final_vedic4x4",127,203,"./automated_nangate/automated_nangate_8bit_vedic_multiplier_latest_final_vedic4x4.v","automated_nangate","v","mult, arithmetic",1536150970.25316,8,8,0
