file,#nodes,#edges,#inputs,#outputs,#XOR,#AND,#OR,avg_degree,is_connected
automated_osu035_iwls_final_TLATSRX1.gml,4,2,0,2,0,0,0,1.0,False
automated_osu035_aes_highthroughput_lowarea_latest_final_MULE.gml,138,229,8,8,0,41,34,3.32,True
automated_osu035_amber_latest_final_wb_xs6_ddr3_bridg.gml,2028,3392,198,213,0,168,17,3.35,False
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult75.gml,94,167,8,8,3,33,22,3.55,True
automated_osu035_iwls_final_mc_cs_rf.gml,463,851,63,68,0,87,13,3.68,True
automated_osu035_iwls_final_s1494_.gml,430,1050,10,19,0,112,62,4.88,True
automated_osu035_des-master_final_sbox5.gml,149,346,6,4,0,56,35,4.64,True
automated_osu035_ft816float_latest_final_fpDecompos.gml,233,251,32,64,0,16,25,2.15,False
automated_osu035_Aquarius_latest_final_rom.gml,2350,5236,13,32,0,750,674,4.46,True
automated_osu035_aes_highthroughput_lowarea_latest_final_MUL3.gml,62,87,8,8,0,11,22,2.81,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult49.gml,64,97,8,8,2,9,17,3.03,True
automated_osu035_mriscvcore_final_NAND4_X1.gml,8,7,4,1,0,3,0,1.75,True
automated_osu035_cookbook_final_crc24_zer64x2_flat.gml,668,1371,24,24,34,273,180,4.1,True
automated_osu035_cookbook_final_gf_mult_by_31.gml,73,117,8,8,5,13,21,3.21,True
automated_osu035_pairing_latest_final_f3m_cubi.gml,1814,3116,194,194,0,440,88,3.44,False
automated_osu035_gcm-aes_latest_final_aes_sbox.gml,687,1732,8,8,0,179,132,5.04,True
automated_osu035_openmsp430_latest_final_spartan6_dmem.gml,32,16,0,16,0,0,0,1.0,False
automated_osu035_iscas_final_s1488.gml,1012,1743,9,19,0,404,214,3.44,True
automated_osu035_a-z80_latest_final_ir.gml,61,98,12,8,0,9,0,3.21,True
automated_osu035_m1_core_latest_final_ddr_pulse78.gml,51,108,2,1,0,14,5,4.24,True
automated_osu035_cookbook_final_gf_mult_by_dd.gml,93,172,8,8,2,29,14,3.7,True
automated_osu035_cookbook_final_crc24_zer64x3_flat.gml,599,1194,24,24,38,201,202,3.99,True
automated_osu035_cookbook_final_two_to_o.gml,535,1013,70,35,0,133,2,3.79,True
automated_osu035_cookbook_final_gf_mult_by_25.gml,74,126,8,8,2,31,6,3.41,True
automated_osu035_iwls_final_mc_timing.gml,1489,3264,73,32,3,356,319,4.38,True
automated_osu035_ft816float_latest_final_cntlo64.gml,371,571,64,7,0,51,49,3.08,True
automated_osu035_cookbook_final_gf_mult_by_e6.gml,106,208,8,8,1,28,19,3.92,True
automated_osu035_Aquarius_latest_final_decod.gml,2374,5160,41,136,1,528,230,4.35,True
automated_osu035_cookbook_final_gf_mult_by_d2.gml,60,95,8,8,1,10,19,3.17,True
automated_osu035_cookbook_final_gf_mult_by_19.gml,60,95,8,8,4,11,15,3.17,True
automated_osu035_reed_solomon_decoder_latest_final_RS_d.gml,64956,149495,11,10,140,11716,6458,4.6,True
automated_osu035_double_fpu_latest_final_fpu.gml,64809,154279,136,70,921,18716,9052,4.76,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult116.gml,96,180,8,8,0,33,12,3.75,True
automated_osu035_fpu_latest_final_except.gml,206,263,63,12,0,33,45,2.55,True
automated_osu035_mriscvcore_final_divM.gml,535,1098,35,1,1,155,129,4.1,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult102.gml,49,70,8,8,3,5,15,2.86,True
automated_osu035_cookbook_final_k_tabl.gml,1380,3258,7,64,0,440,248,4.72,True
automated_osu035_cavlc_latest_final_cavlc_read_run_befores.gml,2169,4366,168,152,2,252,120,4.03,True
automated_osu035_cookbook_final_gearbox_20_67.gml,1198,2625,23,68,1,307,91,4.38,True
automated_osu035_cookbook_final_gearbox_66_32.gml,1409,3097,70,34,0,440,69,4.4,True
automated_osu035_iwls_final_sbox4.gml,153,365,6,4,0,61,35,4.77,True
automated_osu035_minsoc_latest_final_or1200_tt.gml,660,1409,38,33,14,148,79,4.27,True
automated_osu035_RSA-CRYPTOSYSTEM-using-verilog-master_final_mod.gml,6511,15357,38,38,44,2509,593,4.72,True
automated_osu035_iwls_final_mfa.gml,14,22,3,2,0,4,2,3.14,True
automated_osu035_Lightweight-Threshold-Implementations-master_final_data_share2.gml,2499,4773,133,128,0,1004,257,3.82,True
automated_osu035_mem_ctrl_latest_final_mc_wb_if.gml,357,483,76,39,0,49,7,2.71,True
automated_osu035_iwls_final_mc_rf.gml,4508,8871,90,233,0,2013,138,3.94,False
automated_osu035_systemcaes_latest_final_mixcolum.gml,2948,6153,132,129,28,679,313,4.17,True
automated_osu035_mriscvcore_final_AND3_X4.gml,6,5,3,1,0,1,0,1.67,True
