file,#nodes,#edges,#inputs,#outputs,#XOR,#AND,#OR,avg_degree,is_connected
automated_nangate_reed_solomon_codec_generator_latest_final_RsDecodeDegr.gml,276,321,168,5,1,29,50,2.33,True
automated_nangate_edge_latest_final_shift_left2.gml,94,62,30,32,0,0,0,1.32,False
automated_nangate_ft816float_latest_final_redor64.gml,395,1000,70,1,0,111,152,5.06,True
automated_nangate_cookbook_final_gf_mult_by_8a.gml,36,40,8,8,8,0,12,2.22,True
automated_nangate_aes_core_latest_final_aes_cipher_top.gml,14313,36198,259,129,717,3911,4628,5.06,True
automated_nangate_viterb_encoder_and_decoder_final_tbu.gml,100,207,20,2,0,7,19,4.14,True
automated_nangate_cookbook_final_gf_mult_by_87.gml,40,48,8,8,12,0,16,2.4,True
automated_nangate_openmsp430_latest_final_ogfx_reg_vram_addr.gml,637,1300,53,21,67,76,191,4.08,True
automated_nangate_turbo8051_latest_final_g_tx_crc32.gml,328,649,12,32,75,11,108,3.96,True
automated_nangate_mesi_isc_final_mesi_isc_broad_cntl.gml,109,211,11,13,0,5,29,3.87,True
automated_nangate_cookbook_final_gf_mult_by_c7.gml,41,50,8,8,13,0,17,2.44,True
automated_nangate_pairing_latest_final_f3_sub1.gml,9,9,2,2,0,0,2,2.0,True
automated_nangate_cookbook_final_gf_mult_by_50.gml,43,54,8,8,16,0,19,2.51,True
automated_nangate_openmsp430_latest_final_DE0_NANO_SOC_QSYS_jtag_uart_scfifo_r.gml,32,16,0,16,0,0,0,1.0,False
automated_nangate_Aquarius_latest_final_uart.gml,739,1578,33,34,9,83,104,4.27,False
automated_nangate_m1_core_latest_final_ps2_io_ctrl.gml,21,24,6,3,0,2,1,2.29,True
automated_nangate_cookbook_final_gf_mult_by_85.gml,43,54,8,8,14,0,19,2.51,True
automated_nangate_cookbook_final_gf_mult_by_91.gml,48,64,8,8,16,0,24,2.67,True
automated_nangate_sdr_ctrl_latest_final_sdrc_req_g.gml,768,1603,50,46,31,110,129,4.17,False
automated_nangate_ft816float_latest_final_fpMul.gml,86204,199165,258,246,9875,24416,36970,4.62,True
automated_nangate_epfl_final_top.gml,1583,2091,256,129,126,69,441,2.64,True
automated_nangate_turbo8051_latest_final_uart_rxfsm.gml,177,390,8,11,6,24,36,4.41,True
automated_nangate_jt51_latest_final_jt51_sh1.gml,81,175,4,1,0,0,0,4.32,True
automated_nangate_mem_ctrl_latest_final_mc_obct.gml,273,604,20,3,13,28,55,4.42,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult2.gml,33,30,8,8,2,0,5,1.82,False
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult241.gml,44,56,8,8,13,0,20,2.55,True
automated_nangate_turbo8051_latest_final_oc8051_sfr.gml,3058,7390,100,96,47,554,510,4.83,True
automated_nangate_RSA-Verilog-master_final_shift_add_mult4.gml,86,177,8,8,8,23,23,4.12,True
automated_nangate_edge_latest_final_zero_extend.gml,80,48,16,32,0,0,0,1.2,False
automated_nangate_cookbook_final_gf_mult_by_1.gml,40,48,8,8,8,0,16,2.4,True
automated_nangate_mem_ctrl_latest_final_mc_rf.gml,4055,7975,90,233,0,418,292,3.93,False
automated_nangate_mriscv_final_DAC_interface_APB.gml,239,366,17,45,1,15,24,3.06,False
automated_nangate_RSA-Verilog-master_final_parallel_to_serial.gml,1220,2321,259,9,4,16,16,3.8,True
automated_nangate_fpu_latest_final_fpu.gml,20899,50046,70,40,1903,4005,7413,4.79,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult93.gml,41,50,8,8,14,0,17,2.44,True
automated_nangate_mips_16_latest_final_alu.gml,32,16,0,16,0,0,0,1.0,False
automated_nangate_xge_mac_latest_final_tx_stats_fifo.gml,1031,2467,19,15,28,20,68,4.79,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult87.gml,44,56,8,8,13,0,20,2.55,True
automated_nangate_ecg_latest_final_func7.gml,618,475,194,194,0,3,12,1.54,False
automated_nangate_aes_highthroughput_lowarea_latest_final_xram_16x64.gml,3698,8875,74,64,0,106,8,4.8,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult50.gml,35,38,8,8,11,0,11,2.17,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult123.gml,39,46,8,8,13,0,15,2.36,True
automated_nangate_fpu_latest_final_fcmp.gml,306,573,64,6,6,64,88,3.75,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult78.gml,46,59,8,8,15,0,21,2.57,True
automated_nangate_iscas_final_OR2.gml,5,4,2,1,0,0,1,1.6,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult79.gml,43,54,8,8,12,0,19,2.51,True
automated_nangate_ft816float_latest_final_fp_cmp_unit.gml,311,584,64,6,9,51,101,3.76,False
automated_nangate_sdr_ctrl_latest_final_wb2sdr.gml,2822,6104,104,106,32,35,364,4.33,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult122.gml,39,46,8,8,10,0,15,2.36,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult51.gml,36,40,8,8,12,0,12,2.22,True
automated_nangate_cookbook_final_fec_rot_3.gml,128,107,32,32,11,0,11,1.67,False
automated_nangate_ecg_latest_final_func6.gml,12,14,3,1,0,0,3,2.33,True
automated_nangate_sdr_ctrl_latest_final_sdrc_cor.gml,3884,8508,147,78,75,520,577,4.38,True
automated_nangate_csa_latest_final_sbox3.gml,48,99,5,2,0,14,11,4.12,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult92.gml,42,52,8,8,12,0,18,2.48,True
automated_nangate_ft816float_latest_final_IntToFloat.gml,691,1490,36,32,28,83,157,4.31,True
automated_nangate_des_latest_final_sbox5.gml,99,282,6,4,0,29,17,5.7,True
automated_nangate_Lightweight-Threshold-Implementations-master_final_sub1.gml,576,512,256,64,128,64,128,1.78,False
automated_nangate_ft816float_latest_final_cntlz48.gml,186,325,48,6,0,16,45,3.49,True
automated_nangate_mriscvcore_final_Alg_Boot.gml,639,1270,39,34,19,74,131,3.97,True
automated_nangate_cookbook_final_gf_mult_by_f.gml,47,62,8,8,11,0,23,2.64,True
automated_nangate_turbo8051_latest_final_oc8051_cy_select.gml,9,9,4,1,0,2,0,2.0,True
automated_nangate_cookbook_final_gf_mult_by_0.gml,42,52,8,8,13,0,18,2.48,True
automated_nangate_systemcaes_latest_final_sbox.gml,266,517,11,8,85,36,140,3.89,True
automated_nangate_jt51_latest_final_jt51_exptabl.gml,483,1231,8,13,1,153,160,5.1,False
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult240.gml,42,51,8,8,12,0,17,2.43,True
automated_nangate_turbo8051_latest_final_g_deferral.gml,62,129,12,1,2,6,10,4.16,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult3.gml,35,35,8,8,8,0,8,2.0,False
automated_nangate_mesi_isc_final_mesi_is.gml,2751,6665,146,48,7,243,85,4.85,True
automated_nangate_fixed_point_arithmetic_parameterized_latest_final_qdi.gml,986,2106,66,33,32,145,192,4.27,True
automated_nangate_iscas_final_c3540.gml,627,1452,50,22,38,106,180,4.63,True
automated_nangate_cookbook_final_gf_mult_by_90.gml,46,60,8,8,17,0,22,2.61,True
automated_nangate_cookbook_final_gf_mult_by_84.gml,40,46,8,8,9,0,14,2.3,True
automated_nangate_cookbook_final_gf_mult_by_53.gml,36,39,8,8,9,0,11,2.17,True
automated_nangate_openmsp430_latest_final_omsp_timerA.gml,1444,3462,47,24,66,225,293,4.8,True
automated_nangate_cookbook_final_gf_mult_by_bf.gml,44,56,8,8,15,0,20,2.55,True
automated_nangate_cookbook_final_gf_mult_by_47.gml,33,30,8,8,2,0,5,1.82,False
automated_nangate_cookbook_final_gf_mult_by_b4.gml,41,50,8,8,14,0,17,2.44,True
automated_nangate_cookbook_final_gf_mult_by_5a.gml,41,50,8,8,9,0,17,2.44,True
automated_nangate_aes-encryption_latest_final_aes_key_expand_128.gml,6087,14905,130,256,240,1745,1875,4.9,True
automated_nangate_signed_integer_divider_latest_final_shift_1.gml,135,165,33,32,0,0,1,2.44,True
automated_nangate_cookbook_final_ecc_raw_data_32bit.gml,96,64,32,32,0,0,0,1.33,False
automated_nangate_jt51_latest_final_jt51_timer.gml,141,304,16,2,3,23,29,4.31,True
automated_nangate_two_dimensional_fast_hartley_transform_latest_final_signed_mult_const_fpga.gml,251,533,11,9,47,38,97,4.25,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult250.gml,38,43,8,8,13,0,13,2.26,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult244.gml,42,52,8,8,11,0,18,2.48,True
automated_nangate_jt51_latest_final_jt51_sum_op.gml,350,717,17,16,16,54,67,4.1,True
automated_nangate_Lightweight-Threshold-Implementations-master_final_key_schedule_2.gml,336,745,18,1,2,4,10,4.43,True
automated_nangate_cookbook_final_gf_mult_by_4.gml,35,38,8,8,9,0,11,2.17,True
automated_nangate_des_latest_final_sbox1.gml,143,396,6,4,0,45,43,5.54,True
automated_nangate_edge_latest_final_controller.gml,258,488,17,35,1,62,61,3.78,False
automated_nangate_altor32_latest_final_altor32_dcache_mem_if.gml,1725,3443,166,170,4,196,146,3.99,True
automated_nangate_ecg_latest_final_func2.gml,586,390,194,196,0,0,0,1.33,False
automated_nangate_gcm-aes_latest_final_gfm128_16.gml,5692,9581,272,256,1722,1902,2259,3.37,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult96.gml,40,47,8,8,9,0,15,2.35,True
automated_nangate_rs_decoder_31_19_6_latest_final_MainControl.gml,212,427,12,16,3,22,64,4.03,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult69.gml,43,54,8,8,13,0,19,2.51,True
automated_nangate_cookbook_final_twenty_to_eight.gml,13664,29987,1324,530,0,820,1359,4.39,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult126.gml,42,52,8,8,15,0,18,2.48,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult132.gml,40,48,8,8,13,0,16,2.4,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult133.gml,40,48,8,8,8,0,16,2.4,True
automated_nangate_cookbook_final_des.gml,15925,45051,122,64,1280,3760,4416,5.66,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult68.gml,44,56,8,8,16,0,20,2.55,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult83.gml,44,56,8,8,18,0,20,2.55,True
automated_nangate_rs_encoder_decoder_latest_final_GF8GenMultBitSer.gml,179,376,19,9,0,22,22,4.2,True
automated_nangate_ecg_latest_final_func3.gml,628,475,194,196,0,10,10,1.51,False
automated_nangate_crcahb_latest_final_host_interfa.gml,495,628,151,78,0,19,12,2.54,False
automated_nangate_cookbook_final_gf_mult_by_5.gml,41,50,8,8,17,0,17,2.44,True
automated_nangate_altor32_latest_final_altor32_dfu.gml,813,1437,155,66,4,45,45,3.54,True
automated_nangate_cookbook_final_crc_flat.gml,233,176,59,58,2,0,2,1.51,False
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult6.gml,38,44,8,8,14,0,14,2.32,True
automated_nangate_rs_encoder_decoder_latest_final_RS8CALCR08.gml,768,1648,84,17,64,75,141,4.29,True
automated_nangate_reed_solomon_codec_generator_latest_final_RsDecodeMult.gml,173,298,16,8,64,64,77,3.45,True
automated_nangate_mriscvcore_final_true_dpram_sclk.gml,6431,15526,44,64,0,1594,417,4.83,True
automated_nangate_pairing_latest_final_f32m_mux6.gml,5022,6956,2334,388,0,388,0,2.77,True
automated_nangate_openmsp430_latest_final_omsp_clock_gat.gml,5,4,1,1,0,1,0,1.6,True
automated_nangate_apbtoaes128_latest_final_datapat.gml,7153,17026,91,97,532,514,1454,4.76,False
automated_nangate_turbo8051_latest_final_half_dup_dble_reg.gml,8,11,3,1,0,0,0,2.75,True
automated_nangate_Aquarius_latest_final_clk_gat.gml,3,2,1,1,0,0,0,1.33,True
automated_nangate_orsoc_graphics_accelerator_final_color_to_memory.gml,207,331,36,36,0,26,49,3.2,True
automated_nangate_cookbook_final_gf_mult_by_56.gml,34,36,8,8,7,0,10,2.12,True
automated_nangate_cookbook_final_round_key_select.gml,144,96,48,48,0,0,0,1.33,False
automated_nangate_cookbook_final_gf_mult_by_42.gml,39,45,8,8,10,0,14,2.31,True
automated_nangate_cookbook_final_gf_mult_by_c1.gml,39,45,8,8,10,0,14,2.31,True
automated_nangate_iscas_final_Circuit74L85.gml,40,67,11,3,2,3,6,3.35,True
automated_nangate_cookbook_final_gf_mult_by_b5.gml,41,50,8,8,14,0,17,2.44,True
automated_nangate_AES-T1000_final_expand_key_128.gml,3522,7813,137,256,232,764,944,4.44,True
automated_nangate_Lightweight-Threshold-Implementations-master_final_simon_datapath_shiftreg.gml,367,830,6,7,2,12,15,4.52,True
automated_nangate_ft816float_latest_final_fpNormaliz.gml,4323,10034,245,131,22,546,368,4.64,True
automated_nangate_cookbook_final_gf_mult_by_4f.gml,37,42,8,8,13,0,13,2.27,True
automated_nangate_cookbook_final_gf_mult_by_ba.gml,42,52,8,8,13,0,18,2.48,True
automated_nangate_cookbook_final_gf_mult_by_9a.gml,40,48,8,8,10,0,16,2.4,True
automated_nangate_cookbook_final_gf_mult_by_97.gml,43,53,8,8,10,0,18,2.47,True
automated_nangate_a-z80_latest_final_uart.gml,226,497,11,2,4,25,50,4.4,True
automated_nangate_cookbook_final_gf_mult_by_83.gml,43,53,8,8,12,0,18,2.47,True
automated_nangate_hight_latest_final_HIGHT_CORE_TOP.gml,2968,6686,198,66,295,403,693,4.51,True
automated_nangate_dpll-isdn_latest_final_phasecomparator.gml,15,20,3,2,0,0,2,2.67,True
automated_nangate_bch_configurable_latest_final_test_correct.gml,2655,6248,38,19,18,97,185,4.71,True
automated_nangate_ecg_latest_final_f3m_mult3.gml,12998,26003,1166,583,0,1707,1484,4.0,True
automated_nangate_RSA-Verilog-master_final_shift_add_mult2.gml,4210,4208,1025,1025,0,1024,0,2.0,False
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult247.gml,42,52,8,8,12,0,18,2.48,True
automated_nangate_minirisc_latest_final_mux2_7.gml,36,35,15,7,0,0,0,1.94,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult253.gml,35,33,8,8,4,0,6,1.89,False
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult4.gml,36,38,8,8,10,0,10,2.11,True
automated_nangate_turbo8051_latest_final_g_cfg_mgmt.gml,2463,5236,77,255,52,262,286,4.25,True
automated_nangate_cookbook_final_gf_mult_by_7.gml,46,60,8,8,11,0,22,2.61,True
automated_nangate_rtf8088_latest_final_evaluate_bra.gml,89,162,29,1,1,16,21,3.64,True
automated_nangate_cookbook_final_chain_delay_adjust.gml,348,751,5,25,8,40,65,4.32,True
automated_nangate_turbo8051_latest_final_double_sync_hig.gml,8,11,3,1,0,0,0,2.75,True
automated_nangate_aes-master_final_aes_inv_sbox.gml,2474,6477,32,32,0,938,689,5.24,False
automated_nangate_sha3_latest_final_rconst.gml,180,166,24,64,0,7,21,1.84,False
automated_nangate_Aquarius_latest_final_sasc_top.gml,456,1020,16,12,7,30,48,4.47,True
automated_nangate_aes_highthroughput_lowarea_latest_final_inv_word_mix_columns.gml,876,1308,32,32,464,0,464,2.99,True
automated_nangate_cookbook_final_crc32c_dat64_only_flat.gml,921,1635,64,32,583,0,778,3.55,True
automated_nangate_md5_core-master_final_sram.gml,7979,19161,42,32,0,103,114,4.8,True
automated_nangate_siphash-master_final_siphas.gml,6782,15631,44,32,678,895,1874,4.61,True
automated_nangate_rs_decoder_31_19_6_latest_final_degree1_cell.gml,38,51,8,5,1,5,1,2.68,True
automated_nangate_aes_highthroughput_lowarea_latest_final_byte_mix_columns.gml,96,102,32,8,36,0,38,2.12,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult81.gml,47,62,8,8,15,0,23,2.64,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult95.gml,40,48,8,8,14,0,16,2.4,True
automated_nangate_iscas_final_OR4.gml,7,6,4,1,0,0,1,1.71,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult119.gml,45,58,8,8,10,0,21,2.58,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult131.gml,42,52,8,8,9,0,18,2.48,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult42.gml,42,52,8,8,16,0,18,2.48,True
automated_nangate_openmsp430_latest_final_omsp_clock_mux.gml,21,31,5,1,0,2,2,2.95,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult57.gml,43,53,8,8,10,0,18,2.47,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult124.gml,40,48,8,8,11,0,16,2.4,True
automated_nangate_openmsp430_latest_final_ogfx_backend_lut_fifo.gml,647,1468,54,28,2,55,52,4.54,True
automated_nangate_RSA-Verilog-master_final_LED_Verilog.gml,120,251,1,8,12,25,34,4.18,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult43.gml,41,50,8,8,14,0,17,2.44,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult130.gml,46,60,8,8,16,0,22,2.61,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult118.gml,42,52,8,8,10,0,18,2.48,True
automated_nangate_ft816float_latest_final_cntlz32Reg.gml,145,260,34,6,0,11,35,3.59,True
automated_nangate_Lightweight-Threshold-Implementations-master_final_serial_simo.gml,815,1905,4,3,8,36,77,4.67,True
automated_nangate_tiny_tate_bilinear_pairing_latest_final_f3_mult.gml,16,22,4,2,0,2,2,2.75,True
automated_nangate_csa_latest_final_sbox5.gml,41,86,5,2,0,5,11,4.2,True
automated_nangate_tiny_aes_latest_final_expand_key_type_B_192.gml,1404,1723,193,320,128,0,128,2.45,True
automated_nangate_sdr_ctrl_latest_final_async_fifo.gml,246,536,14,12,10,9,40,4.36,True
automated_nangate_des_latest_final_sbox3.gml,105,294,6,4,0,33,27,5.6,True
automated_nangate_cookbook_final_gf_mult_by_6.gml,37,41,8,8,9,0,12,2.22,True
automated_nangate_jt51_latest_final_jt51_lfo.gml,2465,5521,28,15,165,237,511,4.48,True
automated_nangate_ft816float_latest_final_fpCompar.gml,300,571,64,5,12,43,101,3.81,False
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult5.gml,37,41,8,8,12,0,12,2.22,True
automated_nangate_iscas_final_s38584.gml,21969,36859,39,304,0,7642,3806,3.36,False
automated_nangate_iscas_final_foobar.gml,329,576,60,26,15,58,67,3.5,False
automated_nangate_m1_core_latest_final_ps2_keyboard.gml,530,1196,31,14,31,74,151,4.51,True
automated_nangate_iscas_final_Emodul.gml,26,28,10,4,0,4,0,2.15,True
automated_nangate_openmsp430_latest_final_omsp_scan_mux.gml,6,5,3,1,0,0,0,1.67,True
automated_nangate_cookbook_final_ready_skid.gml,175,344,20,18,0,6,3,3.93,True
automated_nangate_cookbook_final_gf_mult_by_82.gml,39,46,8,8,13,0,15,2.36,True
automated_nangate_cookbook_final_gf_mult_by_96.gml,41,50,8,8,17,0,17,2.44,True
automated_nangate_cookbook_final_gf_mult_by_8d.gml,39,46,8,8,13,0,15,2.36,True
automated_nangate_signed_integer_divider_latest_final_shift_3.gml,178,271,35,32,0,2,2,3.04,True
automated_nangate_AES-T200_final_S4.gml,2414,6321,33,32,0,764,712,5.24,True
automated_nangate_turbo8051_latest_final_g_mac_top.gml,8296,19723,79,164,430,752,1453,4.75,False
automated_nangate_cookbook_final_gf_mult_by_41.gml,39,45,8,8,10,0,14,2.31,True
automated_nangate_viterb_encoder_and_decoder_final_viterbi_tx_rx.gml,62825,153079,4,1,140,6310,696,4.87,True
automated_nangate_cookbook_final_gf_mult_by_cd.gml,39,46,8,8,12,0,15,2.36,True
automated_nangate_cookbook_final_gf_mult_by_b6.gml,42,52,8,8,13,0,18,2.48,True
automated_nangate_cookbook_final_gf_mult_by_69.gml,44,56,8,8,17,0,20,2.55,True
automated_nangate_configurable_crc_core_latest_final_cfg_cr.gml,36,63,5,5,1,1,6,3.5,True
automated_nangate_cookbook_final_gf_mult_by_aa.gml,42,52,8,8,15,0,18,2.48,True
automated_nangate_sha3_latest_final_keccak.gml,20822,42417,38,514,6369,1447,10024,4.07,True
automated_nangate_cookbook_final_gf_mult_by_64.gml,37,42,8,8,10,0,13,2.27,True
automated_nangate_cookbook_final_gf_mult_by_a7.gml,34,36,8,8,8,0,10,2.12,True
automated_nangate_tiny_aes_latest_final_table_lookup.gml,5061,13096,33,128,32,1596,1440,5.18,True
automated_nangate_cookbook_final_gf_mult_by_7f.gml,46,60,8,8,17,0,22,2.61,True
automated_nangate_cookbook_final_gf_mult_by_58.gml,43,53,8,8,10,0,18,2.47,True
automated_nangate_hight_latest_final_KEY_SCHED.gml,1241,2901,138,32,40,122,199,4.68,True
automated_nangate_csa_latest_final_stream_cypher.gml,12330,27816,132,64,1280,2240,4278,4.51,True
automated_nangate_minsoc_latest_final_or1200_spram_1024x8.gml,31132,76921,23,8,0,1592,756,4.94,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult8.gml,42,52,8,8,13,0,18,2.48,True
automated_nangate_jt51_latest_final_jt51_mmr.gml,7433,17695,13,135,13,720,910,4.76,True
automated_nangate_cookbook_final_crc32_dat72_flat.gml,1629,2941,104,32,1054,0,1416,3.61,True
automated_nangate_sha256-master_final_sha256_cor.gml,10768,24765,517,258,884,1570,2369,4.6,True
automated_nangate_edge_latest_final_mux_WBResult.gml,387,523,163,32,0,1,100,2.7,True
automated_nangate_sha3_latest_final_rconst2in1.gml,300,220,12,128,0,14,13,1.47,False
automated_nangate_cookbook_final_buf_2to3.gml,565,1267,20,26,1,65,31,4.48,True
automated_nangate_edge_latest_final_shifter_right_logical.gml,315,597,37,32,0,27,20,3.79,True
automated_nangate_cookbook_final_ycbcr_to_rg.gml,1227,2442,25,24,244,214,460,3.98,True
automated_nangate_mriscv_final_decodificador_axi.gml,33,49,4,8,0,2,8,2.97,True
automated_nangate_a-z80_latest_final_alu_cor.gml,53,98,12,6,1,4,5,3.7,True
automated_nangate_cookbook_final_fec_rot_8.gml,128,122,32,32,26,0,26,1.91,False
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult99.gml,37,41,8,8,10,0,12,2.22,True
automated_nangate_cookbook_final_asc_to_7seg.gml,158,412,8,7,0,44,56,5.22,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult115.gml,45,58,8,8,14,0,21,2.58,True
automated_nangate_siphash-master_final_siphash_cor.gml,5263,11520,206,130,663,698,1720,4.38,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult101.gml,39,44,8,8,9,0,13,2.26,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult72.gml,42,51,8,8,11,0,17,2.43,True
automated_nangate_xge_mac_latest_final_tx_data_fifo.gml,17792,42982,78,76,45,245,238,4.83,True
automated_nangate_iscas_final_FD1S.gml,10,8,4,2,0,0,0,1.6,False
automated_nangate_cookbook_final_gearbox_32_33.gml,837,1979,36,34,3,95,105,4.73,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult100.gml,37,41,8,8,10,0,12,2.22,True
automated_nangate_rs_5_3_gf256_latest_final_RS_5_3_GF256.gml,1376,3434,12,9,62,226,489,4.99,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult67.gml,43,54,8,8,8,0,19,2.51,True
automated_nangate_cookbook_final_fec_rot_9.gml,128,125,32,32,29,0,29,1.95,False
automated_nangate_edge_latest_final_sign_extend.gml,84,68,16,32,0,0,0,1.62,False
automated_nangate_rtf8088_latest_final_divr2.gml,1528,3405,70,50,50,207,257,4.46,True
automated_nangate_xge_mac_latest_final_wishbone_if.gml,795,1278,159,39,2,28,146,3.22,True
automated_nangate_cookbook_final_sbox.gml,600,1596,8,8,0,204,187,5.32,True
automated_nangate_mriscv_final_AXI_SP32B1024.gml,528,754,95,81,0,4,5,2.86,False
automated_nangate_ecg_latest_final_f3m_add.gml,1940,3201,388,194,0,97,388,3.3,False
automated_nangate_turbo8051_latest_final_oc8051_decoder.gml,702,1710,13,39,0,173,183,4.87,True
automated_nangate_8bit_vedic_multiplier_latest_final_half_adder.gml,8,8,2,2,1,1,1,2.0,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult9.gml,41,50,8,8,14,0,17,2.44,True
automated_nangate_turbo8051_latest_final_oc8051_tc2.gml,458,1016,24,44,4,57,41,4.44,True
automated_nangate_cookbook_final_crc32_dat96_flat.gml,2111,3811,128,32,1381,0,1828,3.61,True
automated_nangate_apbtoaes128_latest_final_data_swap.gml,219,413,34,32,0,2,2,3.77,True
automated_nangate_orsoc_graphics_accelerator_final_memory_to_color.gml,235,389,36,36,0,2,64,3.31,False
automated_nangate_cookbook_final_six_three_comp.gml,37,78,6,3,1,11,7,4.22,True
automated_nangate_aes_highthroughput_lowarea_latest_final_mix_columns.gml,1152,1632,128,128,576,0,608,2.83,False
automated_nangate_m1_core_latest_final_ps2_wb_if.gml,601,1279,38,62,0,45,47,4.26,True
automated_nangate_Aquarius_latest_final_pio.gml,317,413,72,64,0,36,0,2.61,True
automated_nangate_a-z80_latest_final_alu_shifter_cor.gml,56,86,11,10,0,0,1,3.07,True
automated_nangate_cookbook_final_gf_mult_by_67.gml,46,60,8,8,11,0,22,2.61,True
automated_nangate_cookbook_final_gf_mult_by_73.gml,42,52,8,8,12,0,18,2.48,True
automated_nangate_cookbook_final_gf_mult_by_b8.gml,41,50,8,8,12,0,17,2.44,True
automated_nangate_cookbook_final_gf_mult_by_6a.gml,45,57,8,8,13,0,20,2.53,True
automated_nangate_cookbook_final_gf_mult_by_a4.gml,42,52,8,8,15,0,18,2.48,True
automated_nangate_cavlc_latest_final_cavlc_read_total_zeros.gml,346,879,16,8,0,94,87,5.08,True
automated_nangate_xge_mac_latest_final_tx_hold_fifo.gml,4538,10881,76,76,12,30,41,4.8,True
automated_nangate_simon_core_latest_final_top_modul.gml,796,1847,4,1,9,33,63,4.64,True
automated_nangate_cookbook_final_gf_mult_by_98.gml,43,54,8,8,14,0,19,2.51,True
automated_nangate_csa_latest_final_stream_iteratio.gml,725,1071,116,109,40,70,129,2.95,False
automated_nangate_ft816float_latest_final_cntlz8.gml,32,48,8,4,0,2,7,3.0,True
automated_nangate_iscas_final_s953.gml,492,852,17,23,0,163,150,3.46,True
automated_nangate_mriscvcore_final_Count.gml,855,1818,67,33,70,188,239,4.25,True
automated_nangate_ft816float_latest_final_fp_decomp.gml,205,221,32,64,0,10,10,2.16,False
automated_nangate_cookbook_final_gf_mult_by_8.gml,42,51,8,8,13,0,17,2.43,True
automated_nangate_openmsp430_latest_final_DE0_NANO_SOC_QSYS_sysid_qsys.gml,65,47,1,32,0,0,0,1.45,False
automated_nangate_cookbook_final_ecc_correction_64bit.gml,442,949,8,65,1,89,136,4.29,True
automated_nangate_ecg_latest_final_f3m_i.gml,12490,26614,196,195,0,1586,1582,4.26,True
automated_nangate_i2c_latest_final_delay.gml,3,2,1,1,0,0,0,1.33,True
automated_nangate_cookbook_final_word_adder_plai.gml,65,91,16,8,12,8,17,2.8,True
automated_nangate_md5_core-master_final_fifo.gml,9204,21405,132,128,2,34,43,4.65,True
automated_nangate_BLAKE_final_BLAKE_G_FUNCTION.gml,1875,3320,192,128,326,287,663,3.54,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult65.gml,43,54,8,8,11,0,19,2.51,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult116.gml,42,52,8,8,13,0,18,2.48,True
automated_nangate_rs_encoder_decoder_latest_final_GF8Mult58.gml,41,50,8,8,10,0,17,2.44,True
automated_nangate_trigonometric_functions_in_double_fpu_latest_final_sine_lut.gml,1306,3407,34,64,0,503,497,5.22,False
