file_name,part_a,part_b,part_c
automated_gscl45nm_cookbook_final_fec_rot_7.gml,automated_gscl45nm,cookbook,fec_rot_7
automated_gscl45nm_a-z80_latest_final_alu_cor.gml,automated_gscl45nm,latest,alu_cor
automated_gscl45nm_two_dimensional_fast_hartley_transform_latest_final_signed_mult_const_fpga.gml,automated_gscl45nm,latest,signed_mult_const_fpga
automated_gscl45nm_ca_prng_latest_final_ca_prng.gml,automated_gscl45nm,latest,ca_prng
automated_gscl45nm_edge_latest_final_adder.gml,automated_gscl45nm,latest,adder
automated_gscl45nm_cookbook_final_sboxes.gml,automated_gscl45nm,cookbook,sboxes
automated_gscl45nm_cookbook_final_asc_to_7seg.gml,automated_gscl45nm,cookbook,asc_to_7seg
automated_gscl45nm_openmsp430_latest_final_omsp_frontend.gml,automated_gscl45nm,latest,omsp_frontend
automated_gscl45nm_mem_ctrl_latest_final_mc_timing.gml,automated_gscl45nm,latest,mc_timing
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult175.gml,automated_gscl45nm,latest,GF8Mult175
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult161.gml,automated_gscl45nm,latest,GF8Mult161
automated_gscl45nm_aes-master_final_aes_sbox.gml,automated_gscl45nm,aes-master,aes_sbox
automated_gscl45nm_systemcaes_latest_final_wb_aes_controller.gml,automated_gscl45nm,latest,wb_aes_controller
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult149.gml,automated_gscl45nm,latest,GF8Mult149
automated_gscl45nm_orsoc_graphics_accelerator_final_gfx_transform.gml,automated_gscl45nm,accelerator,gfx_transform
automated_gscl45nm_Lightweight-Threshold-Implementations-master_final_simon2shar.gml,automated_gscl45nm,Lightweight-Threshold-Implementations-master,simon2shar
automated_gscl45nm_turbo8051_latest_final_oc8051_uart.gml,automated_gscl45nm,latest,oc8051_uart
automated_gscl45nm_viterb_encoder_and_decoder_final_mem_disp.gml,automated_gscl45nm,decoder,mem_disp
automated_gscl45nm_cookbook_final_fec_rot_27.gml,automated_gscl45nm,cookbook,fec_rot_27
automated_gscl45nm_ecg_latest_final_f3_sub1.gml,automated_gscl45nm,latest,f3_sub1
automated_gscl45nm_mriscvcore_final_UTILITY.gml,automated_gscl45nm,mriscvcore,UTILITY
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Add.gml,automated_gscl45nm,latest,GF8Add
automated_gscl45nm_ecg_latest_final_func10.gml,automated_gscl45nm,latest,func10
automated_gscl45nm_m32632_latest_final_ADDR_UNIT.gml,automated_gscl45nm,latest,ADDR_UNIT
automated_gscl45nm_ecg_latest_final_f3_add.gml,automated_gscl45nm,latest,f3_add
automated_gscl45nm_m32632_latest_final_DFPU_MUL.gml,automated_gscl45nm,latest,DFPU_MUL
automated_gscl45nm_iscas_final_c7552.gml,automated_gscl45nm,iscas,c7552
automated_gscl45nm_cookbook_final_ycbcr_to_rg.gml,automated_gscl45nm,cookbook,ycbcr_to_rg
automated_gscl45nm_viterb_encoder_and_decoder_final_ACS.gml,automated_gscl45nm,decoder,ACS
automated_gscl45nm_openmsp430_latest_final_omsp_dbg_hwbrk.gml,automated_gscl45nm,latest,omsp_dbg_hwbrk
automated_gscl45nm_cookbook_final_key_init_perm.gml,automated_gscl45nm,cookbook,key_init_perm
automated_gscl45nm_8bit_vedic_multiplier_latest_final_vedic8x8.gml,automated_gscl45nm,latest,vedic8x8
automated_gscl45nm_m32632_latest_final_BCDADDER.gml,automated_gscl45nm,latest,BCDADDER
automated_gscl45nm_turbo8051_latest_final_oc8051_cy_select.gml,automated_gscl45nm,latest,oc8051_cy_select
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult203.gml,automated_gscl45nm,latest,GF8Mult203
automated_gscl45nm_iscas_final_TX.gml,automated_gscl45nm,iscas,TX
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult49.gml,automated_gscl45nm,latest,GF8Mult49
automated_gscl45nm_RSA-Verilog-master_final_mon_prod_s.gml,automated_gscl45nm,RSA-Verilog-master,mon_prod_s
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult217.gml,automated_gscl45nm,latest,GF8Mult217
automated_gscl45nm_signed_integer_divider_latest_final_shifter_t.gml,automated_gscl45nm,latest,shifter_t
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult75.gml,automated_gscl45nm,latest,GF8Mult75
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult61.gml,automated_gscl45nm,latest,GF8Mult61
automated_gscl45nm_jt51_latest_final_jt51_mmr.gml,automated_gscl45nm,latest,jt51_mmr
automated_gscl45nm_cookbook_final_gf_mult_by_1d.gml,automated_gscl45nm,cookbook,gf_mult_by_1d
automated_gscl45nm_mem_ctrl_latest_final_mc_rd_fifo.gml,automated_gscl45nm,latest,mc_rd_fifo
automated_gscl45nm_m32632_latest_final_RD_ALIGNER.gml,automated_gscl45nm,latest,RD_ALIGNER
automated_gscl45nm_cookbook_final_gf_mult_by_f1.gml,automated_gscl45nm,cookbook,gf_mult_by_f1
automated_gscl45nm_rs_decoder_31_19_6_latest_final_gfadder.gml,automated_gscl45nm,latest,gfadder
automated_gscl45nm_openmsp430_latest_final_omsp_dbg_uart.gml,automated_gscl45nm,latest,omsp_dbg_uart
automated_gscl45nm_ecg_latest_final_f3m_mult.gml,automated_gscl45nm,latest,f3m_mult
automated_gscl45nm_edge_latest_final_mux2.gml,automated_gscl45nm,latest,mux2
automated_gscl45nm_cookbook_final_gf_mult_by_12.gml,automated_gscl45nm,cookbook,gf_mult_by_12
automated_gscl45nm_cookbook_final_gf_mult_by_d9.gml,automated_gscl45nm,cookbook,gf_mult_by_d9
automated_gscl45nm_iscas_final_BU.gml,automated_gscl45nm,iscas,BU
automated_gscl45nm_cookbook_final_crc16_dat24_flat.gml,automated_gscl45nm,cookbook,crc16_dat24_flat
automated_gscl45nm_systemcaes_latest_final_subbytes.gml,automated_gscl45nm,latest,subbytes
automated_gscl45nm_cookbook_final_gf_mult_by_06.gml,automated_gscl45nm,cookbook,gf_mult_by_06
automated_gscl45nm_chacha-master_final_chacha_qr.gml,automated_gscl45nm,chacha-master,chacha_qr
automated_gscl45nm_sha3_latest_final_padder.gml,automated_gscl45nm,latest,padder
automated_gscl45nm_iscas_final_s382.gml,automated_gscl45nm,iscas,s382
automated_gscl45nm_cookbook_final_initial_permut.gml,automated_gscl45nm,cookbook,initial_permut
automated_gscl45nm_m32632_latest_final_SIGNMUL.gml,automated_gscl45nm,latest,SIGNMUL
automated_gscl45nm_cavlc_latest_final_cavlc_read_run_befores.gml,automated_gscl45nm,latest,cavlc_read_run_befores
automated_gscl45nm_turbo8051_latest_final_oc8051_tc2.gml,automated_gscl45nm,latest,oc8051_tc2
automated_gscl45nm_m32632_latest_final_DIVI_PREP.gml,automated_gscl45nm,latest,DIVI_PREP
automated_gscl45nm_cookbook_final_gf_mult_by_4.gml,automated_gscl45nm,cookbook,gf_mult_by_4
automated_gscl45nm_turbo8051_latest_final_g_tx_fsm.gml,automated_gscl45nm,latest,g_tx_fsm
automated_gscl45nm_cookbook_final_gf_mult_by_5.gml,automated_gscl45nm,cookbook,gf_mult_by_5
automated_gscl45nm_8bit_vedic_multiplier_latest_final_vedic4x4.gml,automated_gscl45nm,latest,vedic4x4
automated_gscl45nm_cookbook_final_gf_mult_by_ff.gml,automated_gscl45nm,cookbook,gf_mult_by_ff
automated_gscl45nm_cookbook_final_gf_mult_by_07.gml,automated_gscl45nm,cookbook,gf_mult_by_07
automated_gscl45nm_cookbook_final_gf_mult_by_13.gml,automated_gscl45nm,cookbook,gf_mult_by_13
automated_gscl45nm_cookbook_final_gf_mult_by_d8.gml,automated_gscl45nm,cookbook,gf_mult_by_d8
automated_gscl45nm_cookbook_final_gf_mult_by_f0.gml,automated_gscl45nm,cookbook,gf_mult_by_f0
automated_gscl45nm_cookbook_final_gf_mult_by_0a.gml,automated_gscl45nm,cookbook,gf_mult_by_0a
automated_gscl45nm_csa_latest_final_usb_cnt.gml,automated_gscl45nm,latest,usb_cnt
automated_gscl45nm_orsoc_graphics_accelerator_final_gfx_renderer.gml,automated_gscl45nm,accelerator,gfx_renderer
automated_gscl45nm_iscas_final_Circuit74L85.gml,automated_gscl45nm,iscas,Circuit74L85
automated_gscl45nm_minirisc_latest_final_xilinx_mux8_1.gml,automated_gscl45nm,latest,xilinx_mux8_1
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult60.gml,automated_gscl45nm,latest,GF8Mult60
automated_gscl45nm_fpu_latest_final_pre_norm_fmul.gml,automated_gscl45nm,latest,pre_norm_fmul
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult74.gml,automated_gscl45nm,latest,GF8Mult74
automated_gscl45nm_m32632_latest_final_ex_copro.gml,automated_gscl45nm,latest,ex_copro
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult216.gml,automated_gscl45nm,latest,GF8Mult216
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult202.gml,automated_gscl45nm,latest,GF8Mult202
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult48.gml,automated_gscl45nm,latest,GF8Mult48
automated_gscl45nm_rs_encoder_decoder_latest_final_RS8ErrLocPoly8t.gml,automated_gscl45nm,latest,RS8ErrLocPoly8t
automated_gscl45nm_mriscvcore_final_ALU_add.gml,automated_gscl45nm,mriscvcore,ALU_add
automated_gscl45nm_ft816float_latest_final_fpSqrt.gml,automated_gscl45nm,latest,fpSqrt
automated_gscl45nm_a-z80_latest_final_address_mux.gml,automated_gscl45nm,latest,address_mux
automated_gscl45nm_aes_core_latest_final_aes_sbox.gml,automated_gscl45nm,latest,aes_sbox
automated_gscl45nm_xge_mac_latest_final_meta_sy.gml,automated_gscl45nm,latest,meta_sy
automated_gscl45nm_xge_mac_latest_final_tx_data_fifo.gml,automated_gscl45nm,latest,tx_data_fifo
automated_gscl45nm_turbo8051_latest_final_oc8051_b_register.gml,automated_gscl45nm,latest,oc8051_b_register
automated_gscl45nm_aes_highthroughput_lowarea_latest_final_shift_rows.gml,automated_gscl45nm,latest,shift_rows
automated_gscl45nm_iscas_final_s1488.gml,automated_gscl45nm,iscas,s1488
automated_gscl45nm_rtf8088_latest_final_divr2.gml,automated_gscl45nm,latest,divr2
automated_gscl45nm_mem_ctrl_latest_final_mc_top.gml,automated_gscl45nm,latest,mc_top
automated_gscl45nm_aes_highthroughput_lowarea_latest_final_MUL9.gml,automated_gscl45nm,latest,MUL9
automated_gscl45nm_minirisc_latest_final_cmp8_eq.gml,automated_gscl45nm,latest,cmp8_eq
automated_gscl45nm_mriscv_final_AXI_SP32B1024.gml,automated_gscl45nm,mriscv,AXI_SP32B1024
automated_gscl45nm_ecg_latest_final_func11.gml,automated_gscl45nm,latest,func11
automated_gscl45nm_edge_latest_final_hazard_unit.gml,automated_gscl45nm,latest,hazard_unit
automated_gscl45nm_gost28147-89_latest_final_gost89_.gml,automated_gscl45nm,latest,gost89_
automated_gscl45nm_openmsp430_latest_final_ogfx_backend.gml,automated_gscl45nm,latest,ogfx_backend
automated_gscl45nm_hight_latest_final_WKG.gml,automated_gscl45nm,latest,WKG
automated_gscl45nm_cookbook_final_fec_rot_32.gml,automated_gscl45nm,cookbook,fec_rot_32
automated_gscl45nm_openmsp430_latest_final_DE0_NANO_SOC_QSYS_nios2_qsys_oci_test_.gml,automated_gscl45nm,latest,DE0_NANO_SOC_QSYS_nios2_qsys_oci_test_
automated_gscl45nm_cookbook_final_fec_rot_26.gml,automated_gscl45nm,cookbook,fec_rot_26
automated_gscl45nm_turbo8051_latest_final_clk_ctl.gml,automated_gscl45nm,latest,clk_ctl
automated_gscl45nm_altor32_latest_final_soc_pif8.gml,automated_gscl45nm,latest,soc_pif8
automated_gscl45nm_turbo8051_latest_final_spi_ctl.gml,automated_gscl45nm,latest,spi_ctl
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult148.gml,automated_gscl45nm,latest,GF8Mult148
automated_gscl45nm_reed_solomon_decoder_latest_final_Omega_Phy.gml,automated_gscl45nm,latest,Omega_Phy
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult160.gml,automated_gscl45nm,latest,GF8Mult160
automated_gscl45nm_8bit_vedic_multiplier_latest_final_vedic2x2.gml,automated_gscl45nm,latest,vedic2x2
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult174.gml,automated_gscl45nm,latest,GF8Mult174
automated_gscl45nm_jt51_latest_final_jt51_op.gml,automated_gscl45nm,latest,jt51_op
automated_gscl45nm_16x2_lcd_display_driver_latest_final_lcd_16x2_8bit.gml,automated_gscl45nm,latest,lcd_16x2_8bit
automated_gscl45nm_cookbook_final_fec_rot_6.gml,automated_gscl45nm,cookbook,fec_rot_6
automated_gscl45nm_jt51_latest_final_jt51_lfo_lfsr.gml,automated_gscl45nm,latest,jt51_lfo_lfsr
automated_gscl45nm_turbo8051_latest_final_bit_register.gml,automated_gscl45nm,latest,bit_register
automated_gscl45nm_cookbook_final_chain_delay_rand.gml,automated_gscl45nm,cookbook,chain_delay_rand
automated_gscl45nm_mriscvcore_final_ALU_sXXx.gml,automated_gscl45nm,mriscvcore,ALU_sXXx
automated_gscl45nm_cookbook_final_fec_rot_4.gml,automated_gscl45nm,cookbook,fec_rot_4
automated_gscl45nm_minirisc_latest_final_xilinx_mux2_8.gml,automated_gscl45nm,latest,xilinx_mux2_8
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult189.gml,automated_gscl45nm,latest,GF8Mult189
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult162.gml,automated_gscl45nm,latest,GF8Mult162
automated_gscl45nm_altor32_latest_final_altor32_fet.gml,automated_gscl45nm,latest,altor32_fet
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult176.gml,automated_gscl45nm,latest,GF8Mult176
automated_gscl45nm_turbo8051_latest_final_stat_counter.gml,automated_gscl45nm,latest,stat_counter
automated_gscl45nm_edge_latest_final_shift_unit.gml,automated_gscl45nm,latest,shift_unit
automated_gscl45nm_ft816float_latest_final_cntlo64.gml,automated_gscl45nm,latest,cntlo64
automated_gscl45nm_turbo8051_latest_final_wb_rd_mem2mem.gml,automated_gscl45nm,latest,wb_rd_mem2mem
automated_gscl45nm_AES-T1000_final_S4.gml,automated_gscl45nm,AES-T1000,S4
automated_gscl45nm_cpu8080_latest_final_cpu8080.gml,automated_gscl45nm,latest,cpu8080
automated_gscl45nm_cookbook_final_fec_rot_30.gml,automated_gscl45nm,cookbook,fec_rot_30
automated_gscl45nm_iscas_final_ND2.gml,automated_gscl45nm,iscas,ND2
automated_gscl45nm_xge_mac_latest_final_wishbone_if.gml,automated_gscl45nm,latest,wishbone_if
automated_gscl45nm_cookbook_final_fec_rot_24.gml,automated_gscl45nm,cookbook,fec_rot_24
automated_gscl45nm_sdr_ctrl_latest_final_sdrc_top.gml,automated_gscl45nm,latest,sdrc_top
automated_gscl45nm_jt51_latest_final_jt51_noise_lfsr.gml,automated_gscl45nm,latest,jt51_noise_lfsr
automated_gscl45nm_Lightweight-Threshold-Implementations-master_final_simon_datapath_shiftreg.gml,automated_gscl45nm,Lightweight-Threshold-Implementations-master,simon_datapath_shiftreg
automated_gscl45nm_Lightweight-Threshold-Implementations-master_final_quick_mux_128.gml,automated_gscl45nm,Lightweight-Threshold-Implementations-master,quick_mux_128
automated_gscl45nm_AES-T1000_final_lfsr_counter.gml,automated_gscl45nm,AES-T1000,lfsr_counter
automated_gscl45nm_cookbook_final_fec_rot_18.gml,automated_gscl45nm,cookbook,fec_rot_18
automated_gscl45nm_edge_latest_final_ex_mem_pipereg.gml,automated_gscl45nm,latest,ex_mem_pipereg
automated_gscl45nm_xge_mac_latest_final_sync_clk_xgmii_tx.gml,automated_gscl45nm,latest,sync_clk_xgmii_tx
automated_gscl45nm_sha3_latest_final_rconst.gml,automated_gscl45nm,latest,rconst
automated_gscl45nm_cookbook_final_bin_to_ascii.gml,automated_gscl45nm,cookbook,bin_to_ascii
automated_gscl45nm_tiny_aes_latest_final_expand_key_128.gml,automated_gscl45nm,latest,expand_key_128
automated_gscl45nm_cookbook_final_prio_encod.gml,automated_gscl45nm,cookbook,prio_encod
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult89.gml,automated_gscl45nm,latest,GF8Mult89
automated_gscl45nm_gost28147-89_latest_final_gost89_ecb_encrypt.gml,automated_gscl45nm,latest,gost89_ecb_encrypt
automated_gscl45nm_turbo8051_latest_final_half_dup_byte_reg.gml,automated_gscl45nm,latest,half_dup_byte_reg
automated_gscl45nm_reed_solomon_codec_generator_latest_final_RsDecodeI.gml,automated_gscl45nm,latest,RsDecodeI
automated_gscl45nm_turbo8051_latest_final_g_md_intf.gml,automated_gscl45nm,latest,g_md_intf
automated_gscl45nm_cookbook_final_pipeline_add_ms.gml,automated_gscl45nm,cookbook,pipeline_add_ms
automated_gscl45nm_mips_16_latest_final_mips_16_core_top.gml,automated_gscl45nm,latest,mips_16_core_top
automated_gscl45nm_mesi_isc_final_mesi_isc_broad.gml,automated_gscl45nm,isc,mesi_isc_broad
automated_gscl45nm_iscas_final_s15850.gml,automated_gscl45nm,iscas,s15850
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult214.gml,automated_gscl45nm,latest,GF8Mult214
automated_gscl45nm_cookbook_final_ternary_sum_ni.gml,automated_gscl45nm,cookbook,ternary_sum_ni
automated_gscl45nm_ecg_latest_final_f3m_mux3.gml,automated_gscl45nm,latest,f3m_mux3
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult200.gml,automated_gscl45nm,latest,GF8Mult200
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult228.gml,automated_gscl45nm,latest,GF8Mult228
automated_gscl45nm_cookbook_final_crc32_dat72_flat.gml,automated_gscl45nm,cookbook,crc32_dat72_flat
automated_gscl45nm_cookbook_final_three_two_comp.gml,automated_gscl45nm,cookbook,three_two_comp
automated_gscl45nm_des-master_final_des3.gml,automated_gscl45nm,des-master,des3
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult62.gml,automated_gscl45nm,latest,GF8Mult62
automated_gscl45nm_mriscv_final_latchW_ap.gml,automated_gscl45nm,mriscv,latchW_ap
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult76.gml,automated_gscl45nm,latest,GF8Mult76
automated_gscl45nm_cookbook_final_gf_mult_by_39.gml,automated_gscl45nm,cookbook,gf_mult_by_39
automated_gscl45nm_cookbook_final_gf_mult_by_f2.gml,automated_gscl45nm,cookbook,gf_mult_by_f2
automated_gscl45nm_iscas_final_c6288.gml,automated_gscl45nm,iscas,c6288
automated_gscl45nm_trigonometric_functions_in_double_fpu_latest_final_tangent_lut.gml,automated_gscl45nm,latest,tangent_lut
automated_gscl45nm_edge_latest_final_shifter_right_arithmeti.gml,automated_gscl45nm,latest,shifter_right_arithmeti
automated_gscl45nm_openmsp430_latest_final_omsp_gpio.gml,automated_gscl45nm,latest,omsp_gpio
automated_gscl45nm_openmsp430_latest_final_spartan3a_dmem.gml,automated_gscl45nm,latest,spartan3a_dmem
automated_gscl45nm_siphash-master_final_siphas.gml,automated_gscl45nm,siphash-master,siphas
automated_gscl45nm_cookbook_final_gf_mult_by_05.gml,automated_gscl45nm,cookbook,gf_mult_by_05
automated_gscl45nm_cookbook_final_gf_mult_by_fd.gml,automated_gscl45nm,cookbook,gf_mult_by_fd
automated_gscl45nm_tiny_tate_bilinear_pairing_latest_final_f3_add.gml,automated_gscl45nm,latest,f3_add
automated_gscl45nm_apbtoaes128_latest_final_mix_columns.gml,automated_gscl45nm,latest,mix_columns
automated_gscl45nm_cookbook_final_gf_mult_by_11.gml,automated_gscl45nm,cookbook,gf_mult_by_11
automated_gscl45nm_two_dimensional_fast_hartley_transform_latest_final_dpsram_128x16.gml,automated_gscl45nm,latest,dpsram_128x16
automated_gscl45nm_m32632_latest_final_SP_FPU.gml,automated_gscl45nm,latest,SP_FPU
automated_gscl45nm_gost28147-89_latest_final_gost89_cf.gml,automated_gscl45nm,latest,gost89_cf
automated_gscl45nm_cookbook_final_gf_mult_by_a.gml,automated_gscl45nm,cookbook,gf_mult_by_a
automated_gscl45nm_openmsp430_latest_final_altera_avalon_sc_fifo.gml,automated_gscl45nm,latest,altera_avalon_sc_fifo
automated_gscl45nm_cookbook_final_crc24_zer64_flat.gml,automated_gscl45nm,cookbook,crc24_zer64_flat
automated_gscl45nm_cookbook_final_gf_mult_by_7.gml,automated_gscl45nm,cookbook,gf_mult_by_7
automated_gscl45nm_cookbook_final_gf_mult_by_6.gml,automated_gscl45nm,cookbook,gf_mult_by_6
automated_gscl45nm_iscas_final_DFF.gml,automated_gscl45nm,iscas,DFF
automated_gscl45nm_cookbook_final_gf_mult_by_10.gml,automated_gscl45nm,cookbook,gf_mult_by_10
automated_gscl45nm_cookbook_final_gf_mult_by_04.gml,automated_gscl45nm,cookbook,gf_mult_by_04
automated_gscl45nm_cookbook_final_gf_mult_by_1f.gml,automated_gscl45nm,cookbook,gf_mult_by_1f
automated_gscl45nm_turbo8051_latest_final_oc8051_ports.gml,automated_gscl45nm,latest,oc8051_ports
automated_gscl45nm_cookbook_final_gf_mult_by_38.gml,automated_gscl45nm,cookbook,gf_mult_by_38
automated_gscl45nm_cookbook_final_gf_mult_by_f3.gml,automated_gscl45nm,cookbook,gf_mult_by_f3
automated_gscl45nm_sha3_latest_final_padder1.gml,automated_gscl45nm,latest,padder1
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult77.gml,automated_gscl45nm,latest,GF8Mult77
automated_gscl45nm_simon_core_latest_final_top_modul.gml,automated_gscl45nm,latest,top_modul
automated_gscl45nm_xge_mac_latest_final_tx_hold_fifo.gml,automated_gscl45nm,latest,tx_hold_fifo
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult229.gml,automated_gscl45nm,latest,GF8Mult229
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult63.gml,automated_gscl45nm,latest,GF8Mult63
automated_gscl45nm_cookbook_final_gf_divid.gml,automated_gscl45nm,cookbook,gf_divid
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult201.gml,automated_gscl45nm,latest,GF8Mult201
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult215.gml,automated_gscl45nm,latest,GF8Mult215
automated_gscl45nm_aes_core_latest_final_aes_key_expand_128.gml,automated_gscl45nm,latest,aes_key_expand_128
automated_gscl45nm_cookbook_final_crc32_dat96_flat.gml,automated_gscl45nm,cookbook,crc32_dat96_flat
automated_gscl45nm_reed_solomon_decoder_latest_final_RS_d.gml,automated_gscl45nm,latest,RS_d
automated_gscl45nm_reed_solomon_codec_generator_latest_final_RsDecodeDpRam.gml,automated_gscl45nm,latest,RsDecodeDpRam
automated_gscl45nm_iscas_final_s13207.gml,automated_gscl45nm,iscas,s13207
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult88.gml,automated_gscl45nm,latest,GF8Mult88
automated_gscl45nm_cookbook_final_system_timer.gml,automated_gscl45nm,cookbook,system_timer
automated_gscl45nm_cookbook_final_eight_to_twenty.gml,automated_gscl45nm,cookbook,eight_to_twenty
automated_gscl45nm_ft816float_latest_final_cntlz32Reg.gml,automated_gscl45nm,latest,cntlz32Reg
automated_gscl45nm_minirisc_latest_final_prog_mem.gml,automated_gscl45nm,latest,prog_mem
automated_gscl45nm_turbo8051_latest_final_spi_cor.gml,automated_gscl45nm,latest,spi_cor
automated_gscl45nm_fast_log_latest_final_Log2pipelined.gml,automated_gscl45nm,latest,Log2pipelined
automated_gscl45nm_tiny_tate_bilinear_pairing_latest_final_const.gml,automated_gscl45nm,latest,const
automated_gscl45nm_m32632_latest_final_PREPDATA.gml,automated_gscl45nm,latest,PREPDATA
automated_gscl45nm_cr_div_latest_final_cr_di.gml,automated_gscl45nm,latest,cr_di
automated_gscl45nm_turbo8051_latest_final_g_rx_crc32.gml,automated_gscl45nm,latest,g_rx_crc32
automated_gscl45nm_cookbook_final_fec_rot_19.gml,automated_gscl45nm,cookbook,fec_rot_19
automated_gscl45nm_m32632_latest_final_IO_SWITCH.gml,automated_gscl45nm,latest,IO_SWITCH
automated_gscl45nm_openmsp430_latest_final_altera_reset_synchronizer.gml,automated_gscl45nm,latest,altera_reset_synchronizer
automated_gscl45nm_Aquarius_latest_final_mult.gml,automated_gscl45nm,latest,mult
automated_gscl45nm_cookbook_final_fec_rot_25.gml,automated_gscl45nm,cookbook,fec_rot_25
automated_gscl45nm_xge_mac_latest_final_generic_fifo_ctrl.gml,automated_gscl45nm,latest,generic_fifo_ctrl
automated_gscl45nm_fpga-median_latest_final_dff_3_pip.gml,automated_gscl45nm,latest,dff_3_pip
automated_gscl45nm_mriscvcore_final_ALU_su.gml,automated_gscl45nm,mriscvcore,ALU_su
automated_gscl45nm_openmsp430_latest_final_spartan3a_pmem.gml,automated_gscl45nm,latest,spartan3a_pmem
automated_gscl45nm_iscas_final_ND3.gml,automated_gscl45nm,iscas,ND3
automated_gscl45nm_cookbook_final_fec_rot_31.gml,automated_gscl45nm,cookbook,fec_rot_31
automated_gscl45nm_mriscvcore_final_MULT.gml,automated_gscl45nm,mriscvcore,MULT
automated_gscl45nm_fpu_latest_final_fpu.gml,automated_gscl45nm,latest,fpu
automated_gscl45nm_openmsp430_latest_final_DE0_NANO_SOC_QSYS_nios2_qsys_test_.gml,automated_gscl45nm,latest,DE0_NANO_SOC_QSYS_nios2_qsys_test_
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult177.gml,automated_gscl45nm,latest,GF8Mult177
automated_gscl45nm_minirisc_latest_final_xilinx_inc8.gml,automated_gscl45nm,latest,xilinx_inc8
automated_gscl45nm_cookbook_final_arbiter.gml,automated_gscl45nm,cookbook,arbiter
automated_gscl45nm_aes_core_latest_final_aes_rco.gml,automated_gscl45nm,latest,aes_rco
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult163.gml,automated_gscl45nm,latest,GF8Mult163
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult188.gml,automated_gscl45nm,latest,GF8Mult188
automated_gscl45nm_ft816float_latest_final_fp_decomp.gml,automated_gscl45nm,latest,fp_decomp
automated_gscl45nm_cookbook_final_fec_rot_5.gml,automated_gscl45nm,cookbook,fec_rot_5
automated_gscl45nm_minirisc_latest_final_mux2_11.gml,automated_gscl45nm,latest,mux2_11
automated_gscl45nm_siphash-master_final_siphash_cor.gml,automated_gscl45nm,siphash-master,siphash_cor
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult198.gml,automated_gscl45nm,latest,GF8Mult198
automated_gscl45nm_cookbook_final_crc16_dat32_flat.gml,automated_gscl45nm,cookbook,crc16_dat32_flat
automated_gscl45nm_cavlc_latest_final_cavlc_top.gml,automated_gscl45nm,latest,cavlc_top
automated_gscl45nm_dpll-isdn_latest_final_variableresetrandomwalkfilter.gml,automated_gscl45nm,latest,variableresetrandomwalkfilter
automated_gscl45nm_AES-T100_final_S4.gml,automated_gscl45nm,AES-T100,S4
automated_gscl45nm_cookbook_final_fec_rot_1.gml,automated_gscl45nm,cookbook,fec_rot_1
automated_gscl45nm_iscas_final_TopLevel74283.gml,automated_gscl45nm,iscas,TopLevel74283
automated_gscl45nm_reed_solomon_decoder_latest_final_input_syndromes.gml,automated_gscl45nm,latest,input_syndromes
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult167.gml,automated_gscl45nm,latest,GF8Mult167
automated_gscl45nm_rs_encoder_decoder_latest_final_GF8Mult173.gml,automated_gscl45nm,latest,GF8Mult173
automated_gscl45nm_fpga-median_latest_final_pixel_network.gml,automated_gscl45nm,latest,pixel_network
