file_name,part_a,part_b,part_c
automated_osu018_cookbook_final_gf_mult_by_28.gml,automated_osu018,cookbook,gf_mult_by_28
automated_osu018_rs_5_3_gf256_latest_final_gf256mult.gml,automated_osu018,latest,gf256mult
automated_osu018_cookbook_final_gf_mult_by_0f.gml,automated_osu018,cookbook,gf_mult_by_0f
automated_osu018_cookbook_final_gf_mult_by_f7.gml,automated_osu018,cookbook,gf_mult_by_f7
automated_osu018_fpu_latest_final_pre_norm.gml,automated_osu018,latest,pre_norm
automated_osu018_turbo8051_latest_final_req_register.gml,automated_osu018,latest,req_register
automated_osu018_cookbook_final_bin_to_gray.gml,automated_osu018,cookbook,bin_to_gray
automated_osu018_openmsp430_latest_final_openMSP430_fpga.gml,automated_osu018,latest,openMSP430_fpga
automated_osu018_a-z80_latest_final_data_switch_mask.gml,automated_osu018,latest,data_switch_mask
automated_osu018_cookbook_final_crc32_dat72_flat.gml,automated_osu018,cookbook,crc32_dat72_flat
automated_osu018_crcahb_latest_final_crc_unit.gml,automated_osu018,latest,crc_unit
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult249.gml,automated_osu018,latest,GF8Mult249
automated_osu018_minirisc_latest_final_glbl.gml,automated_osu018,latest,glbl
automated_osu018_orsoc_graphics_accelerator_final_gfx_blender.gml,automated_osu018,accelerator,gfx_blender
automated_osu018_cookbook_final_tx_4channel_arbiter.gml,automated_osu018,cookbook,tx_4channel_arbiter
automated_osu018_8051_latest_final_disp.gml,automated_osu018,latest,disp
automated_osu018_openmsp430_latest_final_ogfx_gpu_dma.gml,automated_osu018,latest,ogfx_gpu_dma
automated_osu018_Aquarius_latest_final_pio.gml,automated_osu018,latest,pio
automated_osu018_cookbook_final_fn_maj.gml,automated_osu018,cookbook,fn_maj
automated_osu018_cookbook_final_cntr_modulus_la.gml,automated_osu018,cookbook,cntr_modulus_la
automated_osu018_rs_encoder_decoder_latest_final_GF8GenMult.gml,automated_osu018,latest,GF8GenMult
automated_osu018_aes_core_latest_final_aes_inv_sbox.gml,automated_osu018,latest,aes_inv_sbox
automated_osu018_cookbook_final_gf_mult_by_04.gml,automated_osu018,cookbook,gf_mult_by_04
automated_osu018_cookbook_final_gf_mult_by_10.gml,automated_osu018,cookbook,gf_mult_by_10
automated_osu018_8051_latest_final_oc8051_cy_select.gml,automated_osu018,latest,oc8051_cy_select
automated_osu018_cookbook_final_gf_mult_by_f3.gml,automated_osu018,cookbook,gf_mult_by_f3
automated_osu018_cookbook_final_gf_mult_by_38.gml,automated_osu018,cookbook,gf_mult_by_38
automated_osu018_cookbook_final_gf_mult_by_1f.gml,automated_osu018,cookbook,gf_mult_by_1f
automated_osu018_openmsp430_latest_final_spartan3adsp_dmem.gml,automated_osu018,latest,spartan3adsp_dmem
automated_osu018_gng_latest_final_gng_smul_16_18.gml,automated_osu018,latest,gng_smul_16_18
automated_osu018_turbo8051_latest_final_oc8051_sfr.gml,automated_osu018,latest,oc8051_sfr
automated_osu018_hight_latest_final_WF.gml,automated_osu018,latest,WF
automated_osu018_cookbook_final_sbox5.gml,automated_osu018,cookbook,sbox5
automated_osu018_openmsp430_latest_final_ogfx_backend_lut_fifo.gml,automated_osu018,latest,ogfx_backend_lut_fifo
automated_osu018_present_encryptor_latest_final_sub_per.gml,automated_osu018,latest,sub_per
automated_osu018_rs_encoder_decoder_latest_final_GF8Fir8t.gml,automated_osu018,latest,GF8Fir8t
automated_osu018_tiny_aes_latest_final_S.gml,automated_osu018,latest,S
automated_osu018_turbo8051_latest_final_uart_rxfsm.gml,automated_osu018,latest,uart_rxfsm
automated_osu018_SHA_final_SHA256_CORE.gml,automated_osu018,SHA,SHA256_CORE
automated_osu018_aes-encryption_latest_final_aes_sbox.gml,automated_osu018,latest,aes_sbox
automated_osu018_m32632_latest_final_PREPDATA.gml,automated_osu018,latest,PREPDATA
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult113.gml,automated_osu018,latest,GF8Mult113
automated_osu018_fpu_latest_final_delay2.gml,automated_osu018,latest,delay2
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult107.gml,automated_osu018,latest,GF8Mult107
automated_osu018_viterb_encoder_and_decoder_final_bmc101.gml,automated_osu018,decoder,bmc101
automated_osu018_m32632_latest_final_FFS_LOGIK.gml,automated_osu018,latest,FFS_LOGIK
automated_osu018_AES-T100_final_top.gml,automated_osu018,AES-T100,top
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult67.gml,automated_osu018,latest,GF8Mult67
automated_osu018_ft816float_latest_final_cntlo48.gml,automated_osu018,latest,cntlo48
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult73.gml,automated_osu018,latest,GF8Mult73
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult98.gml,automated_osu018,latest,GF8Mult98
automated_osu018_openmsp430_latest_final_ram_16x1k_sp.gml,automated_osu018,latest,ram_16x1k_sp
automated_osu018_SHA_final_SHA256_INTERFACE.gml,automated_osu018,SHA,SHA256_INTERFACE
automated_osu018_cookbook_final_gf_invers.gml,automated_osu018,cookbook,gf_invers
automated_osu018_cookbook_final_gf_mult_by_0.gml,automated_osu018,cookbook,gf_mult_by_0
automated_osu018_mriscvcore_final_ALU_and.gml,automated_osu018,mriscvcore,ALU_and
automated_osu018_openmsp430_latest_final_omsp_mem_backbo.gml,automated_osu018,latest,omsp_mem_backbo
automated_osu018_cookbook_final_equal_const.gml,automated_osu018,cookbook,equal_const
automated_osu018_cookbook_final_gf_mult_by_f.gml,automated_osu018,cookbook,gf_mult_by_f
automated_osu018_amber_latest_final_afifo.gml,automated_osu018,latest,afifo
automated_osu018_8051_latest_final_oc8051_sp.gml,automated_osu018,latest,oc8051_sp
automated_osu018_Lightweight-Threshold-Implementations-master_final_data_share2.gml,automated_osu018,Lightweight-Threshold-Implementations-master,data_share2
automated_osu018_mips_16_latest_final_data_mem.gml,automated_osu018,latest,data_mem
automated_osu018_two_dimensional_fast_hartley_transform_latest_final_fht_bfly_noFF.gml,automated_osu018,latest,fht_bfly_noFF
automated_osu018_openmsp430_latest_final_ogfx_gpu_reg.gml,automated_osu018,latest,ogfx_gpu_reg
automated_osu018_edge_latest_final_alu.gml,automated_osu018,latest,alu
automated_osu018_pairing_latest_final_f3m_ni.gml,automated_osu018,latest,f3m_ni
automated_osu018_aes-128_pipelined_encryption_latest_final_MixColumns.gml,automated_osu018,latest,MixColumns
automated_osu018_edge_latest_final_shift_unit.gml,automated_osu018,latest,shift_unit
automated_osu018_turbo8051_latest_final_toggle_sy.gml,automated_osu018,latest,toggle_sy
automated_osu018_openmsp430_latest_final_spartan3adsp_pmem.gml,automated_osu018,latest,spartan3adsp_pmem
automated_osu018_mem_ctrl_latest_final_mc_rf.gml,automated_osu018,latest,mc_rf
automated_osu018_ft816float_latest_final_cntlz64Reg.gml,automated_osu018,latest,cntlz64Reg
automated_osu018_cookbook_final_syndrome_round.gml,automated_osu018,cookbook,syndrome_round
automated_osu018_m32632_latest_final_ex_out_reg.gml,automated_osu018,latest,ex_out_reg
automated_osu018_cookbook_final_rand_test.gml,automated_osu018,cookbook,rand_test
automated_osu018_cookbook_final_gf_mult_by_1.gml,automated_osu018,cookbook,gf_mult_by_1
automated_osu018_aes_core_latest_final_aes_inv_cipher_top.gml,automated_osu018,latest,aes_inv_cipher_top
automated_osu018_hight_latest_final_CRYPTO_PATH.gml,automated_osu018,latest,CRYPTO_PATH
automated_osu018_cpu8080_latest_final_cpu8080.gml,automated_osu018,latest,cpu8080
automated_osu018_cookbook_final_crc24_zer64x3_flat.gml,automated_osu018,cookbook,crc24_zer64x3_flat
automated_osu018_cookbook_final_crc16_dat32_flat.gml,automated_osu018,cookbook,crc16_dat32_flat
automated_osu018_cookbook_final_crc24_zer64x2_flat.gml,automated_osu018,cookbook,crc24_zer64x2_flat
automated_osu018_AES-T1000_final_lfsr_counter.gml,automated_osu018,AES-T1000,lfsr_counter
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult99.gml,automated_osu018,latest,GF8Mult99
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult72.gml,automated_osu018,latest,GF8Mult72
automated_osu018_amber_latest_final_eth_rxaddrcheck.gml,automated_osu018,latest,eth_rxaddrcheck
automated_osu018_openmsp430_latest_final_DE0_NANO_SOC_Default.gml,automated_osu018,latest,DE0_NANO_SOC_Default
automated_osu018_viterb_encoder_and_decoder_final_bmc100.gml,automated_osu018,decoder,bmc100
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult66.gml,automated_osu018,latest,GF8Mult66
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult106.gml,automated_osu018,latest,GF8Mult106
automated_osu018_fpu_latest_final_delay3.gml,automated_osu018,latest,delay3
automated_osu018_AES-T1000_final_T.gml,automated_osu018,AES-T1000,T
automated_osu018_cookbook_final_cntr_upd.gml,automated_osu018,cookbook,cntr_upd
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult112.gml,automated_osu018,latest,GF8Mult112
automated_osu018_c7552-NS5150_final_AntiSAT.gml,automated_osu018,c7552-NS5150,AntiSAT
automated_osu018_Lightweight-Threshold-Implementations-master_final_bitSpeck128_128_hierarchy_carry_sharing.gml,automated_osu018,Lightweight-Threshold-Implementations-master,bitSpeck128_128_hierarchy_carry_sharing
automated_osu018_amber_latest_final_eth_register.gml,automated_osu018,latest,eth_register
automated_osu018_configurable_crc_core_latest_final_cfg_cr.gml,automated_osu018,latest,cfg_cr
automated_osu018_iscas_final_FD1S.gml,automated_osu018,iscas,FD1S
automated_osu018_double_fpu_latest_final_fpu_add.gml,automated_osu018,latest,fpu_add
automated_osu018_turbo8051_latest_final_g_deferral.gml,automated_osu018,latest,g_deferral
automated_osu018_cookbook_final_sbox4.gml,automated_osu018,cookbook,sbox4
automated_osu018_m1_core_latest_final_wb_int_ctrl.gml,automated_osu018,latest,wb_int_ctrl
automated_osu018_iscas_final_s400.gml,automated_osu018,iscas,s400
automated_osu018_cookbook_final_fec_parity.gml,automated_osu018,cookbook,fec_parity
automated_osu018_trigonometric_functions_in_double_fpu_latest_final_cosecant_lut.gml,automated_osu018,latest,cosecant_lut
automated_osu018_turbo8051_latest_final_oc8051_wb_iinterfa.gml,automated_osu018,latest,oc8051_wb_iinterfa
automated_osu018_mriscv_final_axi4_interconnect.gml,automated_osu018,mriscv,axi4_interconnect
automated_osu018_mem_ctrl_latest_final_mc_refres.gml,automated_osu018,latest,mc_refres
automated_osu018_mriscv_final_bus_sync_sf.gml,automated_osu018,mriscv,bus_sync_sf
automated_osu018_cookbook_final_gf_mult_by_f2.gml,automated_osu018,cookbook,gf_mult_by_f2
automated_osu018_iscas_final_s5378.gml,automated_osu018,iscas,s5378
automated_osu018_cookbook_final_gf_mult_by_39.gml,automated_osu018,cookbook,gf_mult_by_39
automated_osu018_cookbook_final_gf_mult_by_11.gml,automated_osu018,cookbook,gf_mult_by_11
automated_osu018_cookbook_final_gf_mult_by_fd.gml,automated_osu018,cookbook,gf_mult_by_fd
automated_osu018_cookbook_final_gf_mult_by_05.gml,automated_osu018,cookbook,gf_mult_by_05
automated_osu018_openmsp430_latest_final_ogfx_reg_vram_if.gml,automated_osu018,latest,ogfx_reg_vram_if
automated_osu018_mriscvcore_final_ALU_bltu.gml,automated_osu018,mriscvcore,ALU_bltu
automated_osu018_cookbook_final_inv_mix_columns.gml,automated_osu018,cookbook,inv_mix_columns
automated_osu018_c7552-NS5150_final_c7552.gml,automated_osu018,c7552-NS5150,c7552
automated_osu018_pairing_latest_final_f36m_mult.gml,automated_osu018,latest,f36m_mult
automated_osu018_aes-master_final_aes_cor.gml,automated_osu018,aes-master,aes_cor
automated_osu018_sha256-master_final_sha256_w_mem.gml,automated_osu018,sha256-master,sha256_w_mem
automated_osu018_openmsp430_latest_final_DE0_NANO_SOC_QSYS_sw.gml,automated_osu018,latest,DE0_NANO_SOC_QSYS_sw
automated_osu018_cookbook_final_gf_mult_by_d8.gml,automated_osu018,cookbook,gf_mult_by_d8
automated_osu018_turbo8051_latest_final_oc8051_decoder.gml,automated_osu018,latest,oc8051_decoder
automated_osu018_cookbook_final_gf_mult_by_13.gml,automated_osu018,cookbook,gf_mult_by_13
automated_osu018_SHA_final_ROM.gml,automated_osu018,SHA,ROM
automated_osu018_AES-T1000_final_top.gml,automated_osu018,AES-T1000,top
automated_osu018_cookbook_final_gf_mult_by_07.gml,automated_osu018,cookbook,gf_mult_by_07
automated_osu018_cookbook_final_gf_mult_by_ff.gml,automated_osu018,cookbook,gf_mult_by_ff
automated_osu018_cookbook_final_gf_mult_by_0a.gml,automated_osu018,cookbook,gf_mult_by_0a
automated_osu018_cookbook_final_gf_mult_by_f0.gml,automated_osu018,cookbook,gf_mult_by_f0
automated_osu018_pairing_latest_final_func8.gml,automated_osu018,latest,func8
automated_osu018_fpga-median_latest_final_pixel_network.gml,automated_osu018,latest,pixel_network
automated_osu018_cookbook_final_sbox6.gml,automated_osu018,cookbook,sbox6
automated_osu018_sha512-master_final_sha512.gml,automated_osu018,sha512-master,sha512
automated_osu018_m32632_latest_final_ex_copro.gml,automated_osu018,latest,ex_copro
automated_osu018_m1_core_latest_final_m1_di.gml,automated_osu018,latest,m1_di
automated_osu018_a-z80_latest_final_reg_lat.gml,automated_osu018,latest,reg_lat
automated_osu018_orsoc_graphics_accelerator_final_memory_to_color.gml,automated_osu018,accelerator,memory_to_color
automated_osu018_gng_latest_final_gng_interp.gml,automated_osu018,latest,gng_interp
automated_osu018_fpu_latest_final_delay1.gml,automated_osu018,latest,delay1
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult104.gml,automated_osu018,latest,GF8Mult104
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult58.gml,automated_osu018,latest,GF8Mult58
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult110.gml,automated_osu018,latest,GF8Mult110
automated_osu018_xge_mac_latest_final_meta_sy.gml,automated_osu018,latest,meta_sy
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult138.gml,automated_osu018,latest,GF8Mult138
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult70.gml,automated_osu018,latest,GF8Mult70
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult64.gml,automated_osu018,latest,GF8Mult64
automated_osu018_mriscvcore_final_Count.gml,automated_osu018,mriscvcore,Count
automated_osu018_mem_ctrl_latest_final_mc_top.gml,automated_osu018,latest,mc_top
automated_osu018_aes_highthroughput_lowarea_latest_final_MUL3.gml,automated_osu018,latest,MUL3
automated_osu018_mriscv_final_decodificador_apd.gml,automated_osu018,mriscv,decodificador_apd
automated_osu018_m32632_latest_final_BITMASK.gml,automated_osu018,latest,BITMASK
automated_osu018_systemcaes_latest_final_mixcolum.gml,automated_osu018,latest,mixcolum
automated_osu018_aes_highthroughput_lowarea_latest_final_MULE.gml,automated_osu018,latest,MULE
automated_osu018_cookbook_final_gf_mult_by_3.gml,automated_osu018,cookbook,gf_mult_by_3
automated_osu018_i2c_latest_final_delay.gml,automated_osu018,latest,delay
automated_osu018_ecg_latest_final_f3m_i.gml,automated_osu018,latest,f3m_i
automated_osu018_cookbook_final_flag_array.gml,automated_osu018,cookbook,flag_array
automated_osu018_gng_latest_final_gng_ctg.gml,automated_osu018,latest,gng_ctg
automated_osu018_cookbook_final_crc32_dat80_flat.gml,automated_osu018,cookbook,crc32_dat80_flat
automated_osu018_pairing_latest_final_f33m_neg.gml,automated_osu018,latest,f33m_neg
automated_osu018_iscas_final_s953.gml,automated_osu018,iscas,s953
automated_osu018_verilog-trivium-master_final_Trivium.gml,automated_osu018,verilog-trivium-master,Trivium
automated_osu018_pairing_latest_final_f32m_neg.gml,automated_osu018,latest,f32m_neg
automated_osu018_m1_core_latest_final_ddr_pulse78.gml,automated_osu018,latest,ddr_pulse78
automated_osu018_pairing_latest_final_f3m_mult3.gml,automated_osu018,latest,f3m_mult3
automated_osu018_ca_prng_latest_final_ca_prng.gml,automated_osu018,latest,ca_prng
automated_osu018_csa_latest_final_key_perm.gml,automated_osu018,latest,key_perm
automated_osu018_iscas_final_s38417.gml,automated_osu018,iscas,s38417
automated_osu018_aes_highthroughput_lowarea_latest_final_xram_16x64.gml,automated_osu018,latest,xram_16x64
automated_osu018_mod3_calc_latest_final_mod3.gml,automated_osu018,latest,mod3
automated_osu018_sha3_latest_final_round.gml,automated_osu018,latest,round
automated_osu018_iscas_final_c17.gml,automated_osu018,iscas,c17
automated_osu018_cookbook_final_gf_mult_by_d.gml,automated_osu018,cookbook,gf_mult_by_d
automated_osu018_altor32_latest_final_dmem_mux3.gml,automated_osu018,latest,dmem_mux3
automated_osu018_iscas_final_c880.gml,automated_osu018,iscas,c880
automated_osu018_cookbook_final_cntr_modulus.gml,automated_osu018,cookbook,cntr_modulus
automated_osu018_cookbook_final_gf_mult_by_2.gml,automated_osu018,cookbook,gf_mult_by_2
automated_osu018_cookbook_final_sum_of_3bit_pair.gml,automated_osu018,cookbook,sum_of_3bit_pair
automated_osu018_cookbook_final_crc32_dat64_flat.gml,automated_osu018,cookbook,crc32_dat64_flat
automated_osu018_iscas_final_c499.gml,automated_osu018,iscas,c499
automated_osu018_a-z80_latest_final_address_pins.gml,automated_osu018,latest,address_pins
automated_osu018_aes_highthroughput_lowarea_latest_final_MULD.gml,automated_osu018,latest,MULD
automated_osu018_iscas_final_Summodul.gml,automated_osu018,iscas,Summodul
automated_osu018_openmsp430_latest_final_altera_avalon_st_pipeline_bas.gml,automated_osu018,latest,altera_avalon_st_pipeline_bas
automated_osu018_cookbook_final_bin_to_7seg.gml,automated_osu018,cookbook,bin_to_7seg
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult65.gml,automated_osu018,latest,GF8Mult65
automated_osu018_turbo8051_latest_final_oc8051_divid.gml,automated_osu018,latest,oc8051_divid
automated_osu018_m32632_latest_final_DFPU_MUL.gml,automated_osu018,latest,DFPU_MUL
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult71.gml,automated_osu018,latest,GF8Mult71
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult139.gml,automated_osu018,latest,GF8Mult139
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult111.gml,automated_osu018,latest,GF8Mult111
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult59.gml,automated_osu018,latest,GF8Mult59
automated_osu018_cookbook_final_key_init_perm.gml,automated_osu018,cookbook,key_init_perm
automated_osu018_fpu_latest_final_post_norm.gml,automated_osu018,latest,post_norm
automated_osu018_altor32_latest_final_altor32_regfile_sim.gml,automated_osu018,latest,altor32_regfile_sim
automated_osu018_mem_ctrl_latest_final_mc_incn_r.gml,automated_osu018,latest,mc_incn_r
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult105.gml,automated_osu018,latest,GF8Mult105
automated_osu018_mips_16_latest_final_instruction_mem.gml,automated_osu018,latest,instruction_mem
automated_osu018_gost28147-89_latest_final_gost89_pipelined_ecb_encrypt.gml,automated_osu018,latest,gost89_pipelined_ecb_encrypt
automated_osu018_m32632_latest_final_BCDADDER.gml,automated_osu018,latest,BCDADDER
automated_osu018_sha256-master_final_sha256_stream.gml,automated_osu018,sha256-master,sha256_stream
automated_osu018_cookbook_final_gf_mult.gml,automated_osu018,cookbook,gf_mult
automated_osu018_cavlc_latest_final_cavlc_read_total_zeros.gml,automated_osu018,latest,cavlc_read_total_zeros
automated_osu018_minirisc_latest_final_xilinx_mux8_8.gml,automated_osu018,latest,xilinx_mux8_8
automated_osu018_a-z80_latest_final_alu_bit_select.gml,automated_osu018,latest,alu_bit_select
automated_osu018_cookbook_final_sbox7.gml,automated_osu018,cookbook,sbox7
automated_osu018_m32632_latest_final_DFPU_ADDSUB.gml,automated_osu018,latest,DFPU_ADDSUB
automated_osu018_cookbook_final_priority_mux.gml,automated_osu018,cookbook,priority_mux
automated_osu018_cookbook_final_gf_mult_by_f1.gml,automated_osu018,cookbook,gf_mult_by_f1
automated_osu018_cookbook_final_compress_42.gml,automated_osu018,cookbook,compress_42
automated_osu018_cookbook_final_gf_mult_by_1d.gml,automated_osu018,cookbook,gf_mult_by_1d
automated_osu018_cookbook_final_gf_mult_by_06.gml,automated_osu018,cookbook,gf_mult_by_06
automated_osu018_cookbook_final_gf_mult_by_d9.gml,automated_osu018,cookbook,gf_mult_by_d9
automated_osu018_iscas_final_s832.gml,automated_osu018,iscas,s832
automated_osu018_cookbook_final_crc32_dat104_flat.gml,automated_osu018,cookbook,crc32_dat104_flat
automated_osu018_cookbook_final_gf_mult_by_12.gml,automated_osu018,cookbook,gf_mult_by_12
automated_osu018_reed_solomon_codec_generator_latest_final_RsDecodeI.gml,automated_osu018,latest,RsDecodeI
automated_osu018_turbo8051_latest_final_stat_register.gml,automated_osu018,latest,stat_register
automated_osu018_turbo8051_latest_final_g_tx_crc32.gml,automated_osu018,latest,g_tx_crc32
automated_osu018_turbo8051_latest_final_oc8051_comp.gml,automated_osu018,latest,oc8051_comp
automated_osu018_m32632_latest_final_DATENPFAD.gml,automated_osu018,latest,DATENPFAD
automated_osu018_turbo8051_latest_final_oc8051_b_register.gml,automated_osu018,latest,oc8051_b_register
automated_osu018_xge_mac_latest_final_sync_clk_cor.gml,automated_osu018,latest,sync_clk_cor
automated_osu018_a-z80_latest_final_bus_swit.gml,automated_osu018,latest,bus_swit
automated_osu018_cookbook_final_synchronizer.gml,automated_osu018,cookbook,synchronizer
automated_osu018_ecg_latest_final_f3m_add4.gml,automated_osu018,latest,f3m_add4
automated_osu018_cookbook_final_clock_follow.gml,automated_osu018,cookbook,clock_follow
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult242.gml,automated_osu018,latest,GF8Mult242
automated_osu018_jt51_latest_final_jt51_timers.gml,automated_osu018,latest,jt51_timers
automated_osu018_cookbook_final_gf_mult_by_3a.gml,automated_osu018,cookbook,gf_mult_by_3a
automated_osu018_openmsp430_latest_final_io_mux.gml,automated_osu018,latest,io_mux
automated_osu018_m32632_latest_final_REG_LIST.gml,automated_osu018,latest,REG_LIST
automated_osu018_trigonometric_functions_in_double_fpu_latest_final_cotangent_lut.gml,automated_osu018,latest,cotangent_lut
automated_osu018_cookbook_final_gf_mult_by_e0.gml,automated_osu018,cookbook,gf_mult_by_e0
automated_osu018_cookbook_final_gf_mult_by_d4.gml,automated_osu018,cookbook,gf_mult_by_d4
automated_osu018_xtea_latest_final_xtea.gml,automated_osu018,latest,xtea
automated_osu018_mriscvcore_final_ALU_or.gml,automated_osu018,mriscvcore,ALU_or
automated_osu018_minirisc_latest_final_xilinx_mux4_8.gml,automated_osu018,latest,xilinx_mux4_8
automated_osu018_cookbook_final_gf_mult_by_37.gml,automated_osu018,cookbook,gf_mult_by_37
automated_osu018_openmsp430_latest_final_rom_8x2k_lo.gml,automated_osu018,latest,rom_8x2k_lo
automated_osu018_cookbook_final_gf_mult_by_ef.gml,automated_osu018,cookbook,gf_mult_by_ef
automated_osu018_cookbook_final_flat_decoder.gml,automated_osu018,cookbook,flat_decoder
automated_osu018_fast_antilog_latest_final_AntiLog2.gml,automated_osu018,latest,AntiLog2
automated_osu018_cookbook_final_gf_mult_by_23.gml,automated_osu018,cookbook,gf_mult_by_23
automated_osu018_pairing_latest_final_func4.gml,automated_osu018,latest,func4
automated_osu018_pairing_latest_final_f33m_i.gml,automated_osu018,latest,f33m_i
automated_osu018_cookbook_final_gearbox_66_20.gml,automated_osu018,cookbook,gearbox_66_20
automated_osu018_cookbook_final_crc32_dat128_flat.gml,automated_osu018,cookbook,crc32_dat128_flat
automated_osu018_rsencoder_latest_final_GFMUL8.gml,automated_osu018,latest,GFMUL8
automated_osu018_cookbook_final_test_patter.gml,automated_osu018,cookbook,test_patter
automated_osu018_edge_latest_final_regfil.gml,automated_osu018,latest,regfil
automated_osu018_minirisc_latest_final_presclr_wdt.gml,automated_osu018,latest,presclr_wdt
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult54.gml,automated_osu018,latest,GF8Mult54
automated_osu018_m1_core_latest_final_m1_cpu.gml,automated_osu018,latest,m1_cpu
automated_osu018_amber_latest_final_eth_wishbo.gml,automated_osu018,latest,eth_wishbo
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult108.gml,automated_osu018,latest,GF8Mult108
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult40.gml,automated_osu018,latest,GF8Mult40
automated_osu018_mriscv_final_flipflopRS.gml,automated_osu018,mriscv,flipflopRS
automated_osu018_ft816float_latest_final_isqrt_t.gml,automated_osu018,latest,isqrt_t
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult68.gml,automated_osu018,latest,GF8Mult68
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult120.gml,automated_osu018,latest,GF8Mult120
automated_osu018_cookbook_final_min_max_signed.gml,automated_osu018,cookbook,min_max_signed
automated_osu018_AES-T100_final_table_lookup.gml,automated_osu018,AES-T100,table_lookup
automated_osu018_ft816float_latest_final_IntToFloat_t.gml,automated_osu018,latest,IntToFloat_t
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult134.gml,automated_osu018,latest,GF8Mult134
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult97.gml,automated_osu018,latest,GF8Mult97
automated_osu018_cookbook_final_ecc_correction_32bit.gml,automated_osu018,cookbook,ecc_correction_32bit
automated_osu018_m32632_latest_final_GRUPPE_2.gml,automated_osu018,latest,GRUPPE_2
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult83.gml,automated_osu018,latest,GF8Mult83
automated_osu018_Lightweight-Threshold-Implementations-master_final_simon2shar.gml,automated_osu018,Lightweight-Threshold-Implementations-master,simon2shar
automated_osu018_cookbook_final_crc32_dat48_flat.gml,automated_osu018,cookbook,crc32_dat48_flat
automated_osu018_turbo8051_latest_final_oc8051_dptr.gml,automated_osu018,latest,oc8051_dptr
automated_osu018_openmsp430_latest_final_ram_8x512_lo.gml,automated_osu018,latest,ram_8x512_lo
automated_osu018_des_latest_final_sbox1.gml,automated_osu018,latest,sbox1
automated_osu018_ft816float_latest_final_delay2.gml,automated_osu018,latest,delay2
automated_osu018_xge_mac_latest_final_meta_sync_singl.gml,automated_osu018,latest,meta_sync_singl
automated_osu018_8bit_vedic_multiplier_latest_final_full_adder.gml,automated_osu018,latest,full_adder
automated_osu018_turbo8051_latest_final_uart_cor.gml,automated_osu018,latest,uart_cor
automated_osu018_ft816float_latest_final_cntlz48.gml,automated_osu018,latest,cntlz48
automated_osu018_cr_div_latest_final_cr_div_t.gml,automated_osu018,latest,cr_div_t
automated_osu018_mriscv_final_DAC_interface_AXI.gml,automated_osu018,mriscv,DAC_interface_AXI
automated_osu018_rtf8088_latest_final_nmi_detector.gml,automated_osu018,latest,nmi_detector
automated_osu018_mem_ctrl_latest_final_mc_cs_rf.gml,automated_osu018,latest,mc_cs_rf
automated_osu018_mriscvcore_final_REG_FILE.gml,automated_osu018,mriscvcore,REG_FILE
automated_osu018_AES-T1000_final_Trojan_Trigger.gml,automated_osu018,AES-T1000,Trojan_Trigger
automated_osu018_RSA-Verilog-master_final_parallel_to_serial.gml,automated_osu018,RSA-Verilog-master,parallel_to_serial
automated_osu018_ecg_latest_final_func2.gml,automated_osu018,latest,func2
automated_osu018_m32632_latest_final_CONFIG_REGS.gml,automated_osu018,latest,CONFIG_REGS
automated_osu018_openmsp430_latest_final_omsp_scan_mux.gml,automated_osu018,latest,omsp_scan_mux
automated_osu018_xge_mac_latest_final_rx_hold_fifo.gml,automated_osu018,latest,rx_hold_fifo
automated_osu018_m32632_latest_final_DP_LOGIK.gml,automated_osu018,latest,DP_LOGIK
automated_osu018_iscas_final_c6288.gml,automated_osu018,iscas,c6288
automated_osu018_pairing_latest_final_f33m_mult.gml,automated_osu018,latest,f33m_mult
