file,#nodes,#edges,#inputs,#outputs,#XOR,#AND,#OR,avg_degree,is_connected
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult29.gml,53,78,8,8,2,11,14,2.94,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult161.gml,97,173,8,8,7,23,30,3.57,True
automated_osu018_cookbook_final_word_adder_plai.gml,94,146,16,8,0,15,26,3.11,True
automated_osu018_turbo8051_latest_final_oc8051_psw.gml,145,260,25,10,0,26,19,3.59,False
automated_osu018_cookbook_final_fec_rot_13.gml,195,283,32,32,20,28,48,2.9,True
automated_osu018_edge_latest_final_ex_mem_pipereg.gml,2160,3081,335,330,0,0,330,2.85,True
automated_osu018_amber_latest_final_eth_spram_256x32.gml,47932,114516,46,32,0,17088,322,4.78,True
automated_osu018_openmsp430_latest_final_DE0_NANO_SOC_QSYS_jtag_uart.gml,178,232,8,36,0,28,18,2.61,False
automated_osu018_cookbook_final_h_register.gml,10299,18309,515,1024,208,1410,1568,3.56,True
automated_osu018_altor32_latest_final_altor32_fet.gml,934,1687,69,113,0,121,107,3.61,False
automated_osu018_mriscvcore_final_MEMORY_INTERFACE.gml,1474,2404,173,179,14,179,166,3.26,False
automated_osu018_amber_latest_final_eth_transmitcontrol.gml,402,690,75,14,0,71,51,3.43,True
automated_osu018_amber_latest_final_a25_wishbo.gml,9028,18442,664,566,3,1058,994,4.09,False
automated_osu018_cookbook_final_gearbox_67_20.gml,2052,4997,70,20,0,508,26,4.87,True
automated_osu018_cookbook_final_ring_counter.gml,32,16,0,16,0,0,0,1.0,False
automated_osu018_cookbook_final_tx_buffer_fifo_8word.gml,18090,45430,404,403,3,1240,432,5.02,True
automated_osu018_siphash-master_final_siphash_cor.gml,7289,15574,206,130,185,1364,1641,4.27,True
automated_osu018_mriscv_final_impl_axi.gml,2308,4871,81,80,29,794,478,4.22,True
automated_osu018_amber_latest_final_a23_alu.gml,1148,2342,75,36,0,244,163,4.08,True
automated_osu018_pairing_latest_final_f32m_su.gml,3880,6208,776,388,0,194,582,3.2,False
automated_osu018_tiny_aes_latest_final_aes_192.gml,16,8,0,8,0,0,0,1.0,False
automated_osu018_amber_latest_final_generic_sram_byte_.gml,92890,216956,153,128,0,8979,47,4.67,True
automated_osu018_xge_mac_latest_final_sync_clk_w.gml,89,157,12,10,8,0,14,3.53,True
automated_osu018_hight_latest_final_WKG.gml,250,348,66,32,0,66,2,2.78,True
automated_osu018_signed_integer_divider_latest_final_shift_15.gml,529,891,47,32,0,171,1,3.37,True
automated_osu018_cookbook_final_fec_rot_12.gml,150,176,32,32,27,9,41,2.35,True
automated_osu018_tiny_tate_bilinear_pairing_latest_final_const.gml,434,263,7,199,1,9,7,1.21,False
automated_osu018_8051_latest_final_oc8051_alu.gml,1355,3036,33,35,9,297,201,4.48,True
automated_osu018_verilog_fixed_point_math_library_latest_final_qmults.gml,1730,3583,66,34,29,280,291,4.14,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult160.gml,86,152,8,8,6,29,19,3.53,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult28.gml,58,86,8,8,4,9,18,2.97,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult174.gml,74,127,8,8,5,18,22,3.43,True
automated_osu018_AES-T200_final_one_round.gml,24348,61595,257,128,256,5984,6096,5.06,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult14.gml,67,106,8,8,4,8,23,3.16,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult148.gml,55,82,8,8,4,9,18,2.98,True
automated_osu018_minirisc_latest_final_xilinx_inc11.gml,22,11,0,11,0,0,0,1.0,False
automated_osu018_cookbook_final_fec_rot_2.gml,128,104,32,32,8,0,8,1.62,False
automated_osu018_a-z80_latest_final_inc_dec_2bit.gml,16,16,5,3,1,2,4,2.0,True
automated_osu018_reed_solomon_decoder_latest_final_GF_matrix_ascending_binary.gml,633,1519,10,8,1,92,55,4.8,True
automated_osu018_edge_latest_final_zero_extend.gml,80,48,16,32,0,0,0,1.2,False
automated_osu018_mips_16_latest_final_alu.gml,32,16,0,16,0,0,0,1.0,False
automated_osu018_aes-128_pipelined_encryption_latest_final_SBox.gml,724,1785,11,8,0,183,150,4.93,True
automated_osu018_mem_ctrl_latest_final_mc_obct.gml,388,855,20,3,2,52,51,4.41,True
automated_osu018_AES-T100_final_S.gml,708,1797,9,8,0,169,155,5.08,True
automated_osu018_iscas_final_ND4.gml,9,8,4,1,0,3,0,1.78,True
automated_osu018_apbtoaes128_latest_final_key_expander.gml,883,1134,166,160,120,96,181,2.57,True
automated_osu018_8051_latest_final_oc8051_int.gml,630,1344,29,35,1,111,59,4.27,True
automated_osu018_numbert_sort_device_latest_final_SEG7_LUT.gml,53,93,4,7,0,14,8,3.51,True
automated_osu018_epfl_final_d.gml,832,1128,8,256,0,36,268,2.71,True
automated_osu018_cookbook_final_key_shift.gml,168,112,56,56,0,0,0,1.33,False
automated_osu018_m32632_latest_final_WB_CONTROL.gml,733,1423,34,35,1,68,60,3.88,False
automated_osu018_jt51_latest_final_jt51_phaseg.gml,4972,11136,35,25,23,1023,855,4.48,True
automated_osu018_amber_latest_final_eth_cr.gml,307,593,8,33,5,62,37,3.86,True
automated_osu018_aes_highthroughput_lowarea_latest_final_inv_byte_mix_columns.gml,432,748,32,8,52,72,180,3.46,True
automated_osu018_turbo8051_latest_final_oc8051_ram_256x8_two_bist.gml,10924,25295,28,8,3,604,1223,4.63,True
automated_osu018_Lightweight-Threshold-Implementations-master_final_key_schedule_modified1_simon_parallel.gml,709,1456,11,18,1,168,35,4.11,True
automated_osu018_ft816float_latest_final_cntlo8.gml,42,56,8,4,0,3,5,2.67,True
automated_osu018_hight_latest_final_CONTROL.gml,250,563,5,13,0,71,62,4.5,True
automated_osu018_cookbook_final_gf_mult_by_77.gml,89,160,8,8,2,21,19,3.6,True
automated_osu018_ft816float_latest_final_fpMul.gml,12,9,6,3,0,0,3,1.5,False
automated_osu018_cookbook_final_gf_mult_by_af.gml,58,85,8,8,5,9,17,2.93,True
automated_osu018_cookbook_final_gf_mult_by_c8.gml,48,69,8,8,3,8,13,2.88,True
